gameID,genre
203432,Adventure
210710,Shooter
76977,Shooter
76977,Adventure
205731,Puzzle
205731,Strategy
205731,Adventure
20020,Role-playing (RPG)
20020,Simulator
20020,Strategy
20020,Adventure
6554,Role-playing (RPG)
6554,Strategy
6554,Turn-based strategy (TBS)
6554,Tactical
47312,Shooter
47312,Sport
20126,Sport
1001,Platform
1001,Puzzle
1001,Strategy
1001,Adventure
13111,Role-playing (RPG)
13111,Strategy
13111,Turn-based strategy (TBS)
1474,Role-playing (RPG)
1474,Strategy
1474,Tactical
209307,NA
209895,NA
45520,Puzzle
72678,Simulator
72678,Adventure
72678,Visual Novel
13126,Role-playing (RPG)
13126,Simulator
13126,Strategy
13126,Adventure
170261,Platform
217953,NA
8684,Simulator
8684,Adventure
2263,Role-playing (RPG)
2263,Adventure
14878,Role-playing (RPG)
14878,Hack and slash/Beat 'em up
880,Shooter
880,Adventure
2904,Platform
2904,Adventure
99467,Role-playing (RPG)
8311,Role-playing (RPG)
8311,Hack and slash/Beat 'em up
39352,Shooter
39352,Arcade
14297,Racing
14297,Simulator
14297,Sport
5490,Fighting
21338,Shooter
22702,Sport
42865,Fighting
42865,Role-playing (RPG)
42865,Strategy
42865,Adventure
43927,Platform
43927,Adventure
27893,Puzzle
27893,Adventure
13559,Role-playing (RPG)
13559,Hack and slash/Beat 'em up
23472,Puzzle
23472,Strategy
23472,Adventure
320,Shooter
320,Role-playing (RPG)
3982,Role-playing (RPG)
35472,Simulator
35472,Turn-based strategy (TBS)
60465,Strategy
19686,Shooter
19686,Adventure
20709,Fighting
47963,Sport
19640,Role-playing (RPG)
3410,Sport
85874,NA
123139,NA
43634,Music
77674,NA
3260,NA
38477,Fighting
85102,NA
26745,Shooter
194235,Shooter
194235,Real Time Strategy (RTS)
194235,Role-playing (RPG)
194235,Adventure
21613,Puzzle
23818,Shooter
80469,Simulator
6483,Simulator
6483,Strategy
72982,NA
79774,Role-playing (RPG)
79774,Simulator
79774,Adventure
67133,Simulator
67133,Sport
99734,Sport
66464,Role-playing (RPG)
62243,Adventure
62243,Visual Novel
42891,NA
217716,Sport
21527,Role-playing (RPG)
6192,Sport
6192,Strategy
6192,Adventure
6192,Arcade
49,Strategy
49,Tactical
28530,Pinball
108180,Quiz/Trivia
21495,Puzzle
43649,Role-playing (RPG)
43649,Adventure
50631,Simulator
20146,NA
47720,Role-playing (RPG)
47720,Strategy
65458,Puzzle
65458,Adventure
64472,Music
46833,Racing
10111,Platform
76139,Simulator
13064,Role-playing (RPG)
13064,Tactical
5083,Puzzle
170804,Simulator
170804,Adventure
170804,Indie
44876,Sport
200946,Adventure
200946,Indie
47851,Simulator
2907,Fighting
55904,Simulator
47807,Simulator
134124,Shooter
8683,Shooter
4236,Puzzle
4236,Strategy
4236,Arcade
21458,Puzzle
21458,Turn-based strategy (TBS)
21291,Strategy
85999,Simulator
85999,Arcade
275,Shooter
49162,Platform
47956,Role-playing (RPG)
67757,Adventure
7395,Fighting
7395,Shooter
7395,Hack and slash/Beat 'em up
7395,Adventure
21640,Puzzle
21640,Simulator
3615,Racing
3615,Sport
3334,Simulator
3334,Strategy
5000,Platform
5000,Puzzle
5000,Indie
24681,Racing
24681,Simulator
24681,Sport
3311,Sport
3311,Adventure
20858,Shooter
20858,Platform
20858,Adventure
3822,Fighting
51042,Racing
38470,Fighting
45210,Racing
65090,Music
194951,Shooter
194951,Platform
194951,Adventure
4669,Music
4669,Puzzle
211292,NA
20224,Arcade
7661,Point-and-click
7661,Adventure
7661,Indie
3964,Fighting
3964,Shooter
3964,Arcade
8291,Point-and-click
8291,Puzzle
8291,Adventure
7378,Shooter
57703,Visual Novel
20610,Strategy
27890,Fighting
27890,Hack and slash/Beat 'em up
41040,NA
213886,Strategy
213886,Tactical
44741,Simulator
4581,Racing
18863,Racing
5873,Fighting
6534,Sport
6534,Pinball
5784,Shooter
5784,Role-playing (RPG)
11410,Visual Novel
49295,Racing
6722,Sport
5900,Shooter
170260,Platform
170260,Hack and slash/Beat 'em up
10607,Sport
47794,Puzzle
80845,Shooter
80845,Simulator
80845,Sport
4835,Role-playing (RPG)
4835,Adventure
4835,Indie
24144,Role-playing (RPG)
24144,Simulator
24144,Adventure
80094,NA
24645,Music
24281,Fighting
6584,Simulator
6584,Sport
47849,Simulator
4739,Shooter
4739,Simulator
4739,Sport
5205,Shooter
18192,Shooter
8004,Adventure
3956,Racing
3956,Simulator
3956,Sport
3956,Strategy
3956,Adventure
3956,Arcade
197973,Arcade
21583,Shooter
111562,Racing
213568,Strategy
213568,Tactical
213570,Strategy
213570,Tactical
22892,Shooter
7194,Role-playing (RPG)
7194,Adventure
7194,Visual Novel
4897,Simulator
4897,Adventure
11581,Simulator
11581,Strategy
50863,Simulator
50863,Strategy
6235,Simulator
4967,Fighting
50943,Racing
7928,Simulator
18549,Shooter
18549,Puzzle
18549,Arcade
19994,Shooter
19994,Platform
19994,Adventure
5571,Real Time Strategy (RTS)
5571,Role-playing (RPG)
5571,Strategy
209064,NA
94824,Role-playing (RPG)
1292,Racing
1470,Puzzle
45090,Racing
213754,Strategy
213754,Tactical
19744,Shooter
213885,Strategy
213885,Tactical
3555,Fighting
1654,Fighting
1654,Hack and slash/Beat 'em up
10354,Fighting
78617,Shooter
49341,Racing
3550,Sport
47754,Sport
3604,Shooter
22916,Shooter
22916,Role-playing (RPG)
22916,Adventure
3852,Fighting
3852,Shooter
3852,Racing
4937,Platform
7605,Shooter
7605,Role-playing (RPG)
1879,Platform
1879,Role-playing (RPG)
1879,Strategy
1879,Adventure
1879,Indie
2924,Point-and-click
2924,Puzzle
2924,Role-playing (RPG)
2924,Adventure
5841,Real Time Strategy (RTS)
5841,Simulator
5841,Strategy
34,Shooter
34,Real Time Strategy (RTS)
34,Role-playing (RPG)
34,Adventure
1006,Shooter
5742,Fighting
5742,Platform
5742,Role-playing (RPG)
5742,Hack and slash/Beat 'em up
5742,Adventure
11549,Puzzle
11549,Role-playing (RPG)
11549,Strategy
11549,Adventure
11549,Visual Novel
5130,Puzzle
5130,Adventure
5130,Indie
214913,Shooter
21511,Sport
16998,Puzzle
16998,Adventure
7147,Point-and-click
7147,Adventure
6142,Role-playing (RPG)
1043,Role-playing (RPG)
1043,Adventure
80,Role-playing (RPG)
80,Adventure
194662,Role-playing (RPG)
194662,Adventure
49168,Fighting
6906,Role-playing (RPG)
6906,Adventure
787,Shooter
787,Indie
24151,NA
114865,Simulator
45010,Shooter
45010,Adventure
45010,Arcade
22456,Role-playing (RPG)
22829,Shooter
81448,NA
50632,NA
84360,NA
23146,Simulator
122965,NA
694,Role-playing (RPG)
694,Adventure
44957,Card & Board Game
62377,NA
79262,NA
130308,NA
92466,NA
50656,NA
69090,Simulator
5379,Adventure
84331,Simulator
21493,NA
116598,Indie
122526,Role-playing (RPG)
79481,NA
45225,Fighting
136884,NA
122550,NA
98810,NA
88280,Quiz/Trivia
88280,Adventure
58539,NA
134079,Fighting
26994,Music
43633,NA
3608,Fighting
66587,NA
136916,Role-playing (RPG)
21534,Strategy
27351,Platform
27351,Role-playing (RPG)
27351,Hack and slash/Beat 'em up
6412,Platform
6412,Adventure
4039,Sport
13240,Sport
42842,Platform
210250,Simulator
210250,Strategy
19709,Fighting
19709,Sport
19709,Arcade
43762,Shooter
222126,Platform
222126,Adventure
3423,Real Time Strategy (RTS)
3423,Strategy
67564,Quiz/Trivia
7926,Simulator
193351,Fighting
193351,Arcade
22009,Shooter
65495,Role-playing (RPG)
65495,Tactical
136849,NA
3881,Sport
37894,Sport
18308,Role-playing (RPG)
2848,Adventure
51013,Simulator
50730,Fighting
50730,Strategy
50730,Hack and slash/Beat 'em up
50730,Quiz/Trivia
5239,Fighting
20532,Shooter
4213,Simulator
4213,Strategy
123330,NA
50672,Adventure
221895,NA
194007,Sport
85673,NA
6269,Platform
9593,Music
72793,NA
4587,Simulator
4587,Sport
4794,Sport
44964,NA
45015,Strategy
23665,Adventure
1806,Racing
114138,Shooter
5381,Sport
88693,NA
43933,Sport
712,Simulator
5815,Shooter
139245,NA
4400,Sport
21333,Simulator
74799,NA
3600,Puzzle
3600,Adventure
47906,Music
47906,Simulator
50972,Puzzle
72829,Sport
42765,Role-playing (RPG)
42765,Simulator
42765,Strategy
4330,Real Time Strategy (RTS)
4330,Strategy
4330,Tactical
8803,Fighting
8803,Hack and slash/Beat 'em up
51029,Adventure
21078,Platform
21078,Simulator
21078,Adventure
15187,Shooter
15187,Real Time Strategy (RTS)
15187,Strategy
8498,Real Time Strategy (RTS)
8498,Strategy
205843,NA
5579,Role-playing (RPG)
145315,NA
7412,Role-playing (RPG)
7412,Hack and slash/Beat 'em up
43644,Fighting
106248,NA
206085,Arcade
4260,Fighting
22282,NA
220090,NA
24135,Hack and slash/Beat 'em up
42654,Hack and slash/Beat 'em up
42654,Adventure
134080,Fighting
77628,NA
49553,Arcade
7492,Strategy
7492,Turn-based strategy (TBS)
7492,Tactical
69290,Simulator
69290,Adventure
170318,Platform
170318,Puzzle
50738,Platform
191471,Fighting
716,Simulator
716,Sport
716,Strategy
83829,Adventure
10436,Shooter
10436,Platform
10436,Adventure
10436,Indie
484,Adventure
4677,Platform
21396,Adventure
20494,Strategy
6027,Hack and slash/Beat 'em up
20760,Shooter
20760,Adventure
19802,Role-playing (RPG)
19802,Strategy
24279,Role-playing (RPG)
8220,Real Time Strategy (RTS)
8220,Simulator
8220,Strategy
7125,Role-playing (RPG)
7125,Strategy
7125,Tactical
4672,Sport
18123,Puzzle
18123,Adventure
21506,Sport
206746,NA
6214,Racing
52603,Puzzle
19629,Adventure
47929,Simulator
22166,Adventure
44578,Role-playing (RPG)
21267,Platform
21267,Adventure
51030,Simulator
159295,Puzzle
159295,Adventure
21141,Shooter
21141,Music
47890,Adventure
19318,Adventure
80419,Sport
19692,Platform
4070,Platform
4070,Adventure
1537,Shooter
1537,Platform
1537,Adventure
226,Role-playing (RPG)
226,Simulator
226,Strategy
226,Adventure
45089,Shooter
283,Real Time Strategy (RTS)
283,Simulator
283,Strategy
20552,Role-playing (RPG)
20552,Adventure
19282,Role-playing (RPG)
19282,Strategy
19282,Adventure
19282,Indie
78173,Fighting
78173,Racing
69295,Music
69295,Visual Novel
6422,Shooter
6422,Platform
6422,Arcade
48274,Fighting
1744,Shooter
1744,Platform
49233,Puzzle
14605,Adventure
5323,Simulator
43914,Role-playing (RPG)
43914,Strategy
34753,Racing
34753,Simulator
1799,Platform
1799,Adventure
4911,Shooter
4911,Arcade
11814,Real Time Strategy (RTS)
11814,Role-playing (RPG)
11814,Simulator
11814,Strategy
1082,Shooter
1082,Adventure
135771,Racing
6245,Strategy
21197,Simulator
21197,Strategy
741,Real Time Strategy (RTS)
741,Strategy
8749,Platform
8749,Puzzle
8749,Indie
5213,Shooter
5213,Strategy
1062,Shooter
1062,Adventure
20000,Adventure
45109,Racing
24083,Simulator
24083,Strategy
9761,Puzzle
9761,Indie
11502,Role-playing (RPG)
11502,Strategy
11502,Adventure
1205,Role-playing (RPG)
375,Tactical
375,Adventure
5600,Shooter
18248,Music
5776,Racing
67188,NA
45084,Racing
94923,NA
8504,Shooter
92955,NA
46001,NA
19776,Hack and slash/Beat 'em up
123356,NA
64022,Sport
79061,NA
46030,NA
4963,Platform
4963,Adventure
48,Puzzle
48,Hack and slash/Beat 'em up
51130,Racing
91537,NA
68088,Puzzle
5273,Music
78619,NA
23774,Shooter
23774,Adventure
81283,NA
12812,Shooter
122753,NA
68052,Simulator
201103,Racing
6248,Fighting
6248,Role-playing (RPG)
6248,Strategy
6248,Adventure
176684,Point-and-click
176684,Shooter
176684,Puzzle
176684,Adventure
66212,NA
61446,NA
78088,Sport
50970,Adventure
26985,Role-playing (RPG)
15795,Simulator
5663,Sport
5663,Strategy
51010,Simulator
51010,Adventure
66641,NA
213601,Sport
165307,Shooter
47904,NA
3863,Shooter
25828,Platform
49244,Sport
68026,Fighting
72814,Role-playing (RPG)
72814,Strategy
72814,Turn-based strategy (TBS)
3900,Puzzle
3900,Racing
210287,Puzzle
210287,Racing
210292,Strategy
51031,Simulator
2155,Role-playing (RPG)
2155,Adventure
65999,NA
7927,Simulator
4805,Adventure
9144,Fighting
70656,Role-playing (RPG)
70656,Visual Novel
19721,Role-playing (RPG)
19721,Strategy
51059,NA
51109,Sport
38150,Racing
38150,Simulator
38150,Sport
84631,Music
21336,NA
117713,Indie
7632,Adventure
4772,Puzzle
93185,NA
42717,NA
16989,Fighting
16989,Hack and slash/Beat 'em up
49668,Simulator
49668,Adventure
23364,Sport
65335,NA
72660,NA
21242,Puzzle
46057,Adventure
45461,Real Time Strategy (RTS)
45461,Role-playing (RPG)
45461,Strategy
5129,Simulator
5129,Strategy
5129,Turn-based strategy (TBS)
73607,Racing
177548,Platform
177548,Puzzle
78865,Role-playing (RPG)
23329,Strategy
23329,Turn-based strategy (TBS)
23329,Tactical
23329,Card & Board Game
70554,NA
119410,Puzzle
193673,Adventure
49315,Sport
40676,Sport
40676,Pinball
1308,Shooter
27891,Simulator
27891,Strategy
5977,Sport
8084,Platform
72742,Racing
72742,Role-playing (RPG)
72742,Adventure
55103,Fighting
55103,Sport
47961,Puzzle
47961,Indie
25202,Fighting
20861,Sport
1298,Shooter
1298,Tactical
4103,Shooter
206012,NA
5388,Racing
20604,Shooter
64836,Sport
64836,Hack and slash/Beat 'em up
47765,Puzzle
47765,Adventure
6426,Racing
168049,Adventure
168049,Indie
19711,Simulator
5822,Platform
5822,Puzzle
87958,Adventure
87958,Indie
43329,Shooter
43329,Simulator
20707,Shooter
38181,Role-playing (RPG)
38181,Adventure
63272,Platform
63272,Adventure
102439,Indie
4361,Fighting
11357,Role-playing (RPG)
11357,Adventure
11503,Role-playing (RPG)
11503,Strategy
11503,Adventure
5369,Role-playing (RPG)
5369,Sport
5369,Strategy
24745,Shooter
4478,Shooter
4478,Arcade
47819,Fighting
1749,Platform
1749,Adventure
23417,Hack and slash/Beat 'em up
20488,Puzzle
21454,Real Time Strategy (RTS)
21454,Strategy
38231,Strategy
46019,Puzzle
6157,Simulator
6157,Sport
6157,Turn-based strategy (TBS)
5251,Shooter
5251,Simulator
5251,Sport
72317,Racing
24180,Sport
47864,Racing
4913,Shooter
43455,Platform
43455,Racing
43455,Adventure
50975,NA
20200,Real Time Strategy (RTS)
20200,Strategy
7158,Fighting
7158,Puzzle
7158,Role-playing (RPG)
7158,Strategy
7158,Tactical
7158,Adventure
67379,Simulator
67379,Strategy
66765,Fighting
5307,Sport
47897,Simulator
4201,Fighting
4454,Adventure
4454,Arcade
49357,Simulator
49347,NA
20137,NA
19964,Strategy
19964,Hack and slash/Beat 'em up
19964,Adventure
21643,Role-playing (RPG)
21643,Adventure
84715,Music
117019,Adventure
117019,Visual Novel
4667,Shooter
4667,Role-playing (RPG)
13063,Role-playing (RPG)
13063,Tactical
20703,Adventure
50931,NA
6680,Shooter
6680,Adventure
21262,Arcade
145238,Fighting
145238,Arcade
209404,NA
79751,NA
13109,Role-playing (RPG)
13109,Strategy
13109,Tactical
222430,NA
4705,Role-playing (RPG)
4705,Adventure
14561,Simulator
7073,Simulator
7073,Sport
4663,Adventure
147807,Role-playing (RPG)
5748,Racing
1750,Platform
1750,Adventure
26384,Shooter
2984,Strategy
2984,Hack and slash/Beat 'em up
9678,Platform
9678,Puzzle
9678,Adventure
4107,Puzzle
19163,Role-playing (RPG)
19163,Tactical
212143,Adventure
212143,Indie
6621,Platform
6621,Adventure
11746,Role-playing (RPG)
11746,Simulator
11746,Strategy
6333,Puzzle
6175,Puzzle
6175,Adventure
200907,Shooter
200907,Adventure
966,Shooter
966,Adventure
5064,Point-and-click
5064,Puzzle
5064,Adventure
5064,Indie
219488,Platform
20520,Role-playing (RPG)
20520,Sport
24946,Role-playing (RPG)
24946,Turn-based strategy (TBS)
21517,Strategy
2480,Role-playing (RPG)
2480,Hack and slash/Beat 'em up
13094,Role-playing (RPG)
13094,Strategy
13094,Tactical
5324,Hack and slash/Beat 'em up
16927,Simulator
16927,Sport
49221,Sport
3637,Puzzle
15560,Music
64953,Role-playing (RPG)
209960,NA
4995,Role-playing (RPG)
4995,Adventure
145384,Adventure
59771,NA
66407,Simulator
214466,Platform
3910,Role-playing (RPG)
178304,Puzzle
178304,Quiz/Trivia
4584,Fighting
141285,Adventure
77990,Shooter
67663,Adventure
6162,Shooter
6162,Real Time Strategy (RTS)
6162,Simulator
6162,Strategy
6162,Adventure
4262,Simulator
6644,Puzzle
6644,Strategy
6644,Quiz/Trivia
184333,Visual Novel
26637,Fighting
26637,Adventure
26637,Arcade
61920,Hack and slash/Beat 'em up
66279,NA
59158,NA
43600,Racing
43600,Sport
72601,NA
7422,Role-playing (RPG)
7422,Adventure
68085,NA
7485,Role-playing (RPG)
12588,Fighting
12588,Shooter
72958,NA
38453,NA
15435,Fighting
90916,NA
186027,Shooter
135549,Music
135549,Arcade
907,Racing
907,Simulator
907,Sport
4979,Adventure
28368,Fighting
28368,Hack and slash/Beat 'em up
21938,Platform
21938,Puzzle
21938,Indie
43611,Music
50613,Simulator
24241,NA
200423,NA
126035,Platform
24659,Point-and-click
24659,Puzzle
24659,Adventure
146218,Role-playing (RPG)
146218,Adventure
6464,Simulator
6464,Sport
21187,Role-playing (RPG)
72930,Puzzle
38237,Racing
38237,Sport
38237,Adventure
26142,Adventure
170287,Platform
84544,NA
112525,NA
141150,NA
7150,Shooter
7150,Music
7150,Puzzle
69124,NA
21337,NA
208716,NA
51020,Music
130632,NA
71895,NA
67308,Simulator
21452,Puzzle
21452,Card & Board Game
5253,Shooter
66404,Role-playing (RPG)
3691,Platform
3691,Racing
3691,Adventure
3394,Platform
3394,Puzzle
3394,Racing
82064,NA
51035,Sport
120875,Shooter
4752,Adventure
85437,NA
92045,NA
4854,Shooter
3564,Sport
4190,Platform
4190,Adventure
78528,Simulator
4629,Puzzle
4629,Strategy
18229,Role-playing (RPG)
66175,Puzzle
66175,Adventure
41055,Hack and slash/Beat 'em up
41055,Adventure
19420,Role-playing (RPG)
24286,Role-playing (RPG)
24286,Strategy
24286,Turn-based strategy (TBS)
2654,Racing
2395,Puzzle
2395,Racing
69266,Sport
69266,Visual Novel
4192,Sport
934,Simulator
9990,Simulator
220954,Sport
45415,Role-playing (RPG)
45415,Strategy
45415,Tactical
45415,Adventure
22243,NA
49169,Fighting
6040,Racing
143223,Shooter
143223,Indie
5290,Puzzle
5290,Strategy
6526,Role-playing (RPG)
6526,Strategy
6526,Turn-based strategy (TBS)
6526,Tactical
170295,NA
21571,Puzzle
4733,Racing
220967,Sport
220969,Sport
220955,Sport
220968,Sport
43665,Role-playing (RPG)
43665,Hack and slash/Beat 'em up
21503,Strategy
44953,Simulator
85653,Platform
85653,Puzzle
85653,Arcade
277,Shooter
21053,Puzzle
21370,Platform
21370,Puzzle
47781,Puzzle
47781,Adventure
6753,Platform
6753,Puzzle
6753,Indie
44722,Role-playing (RPG)
44722,Adventure
5077,Platform
5077,Adventure
6594,Role-playing (RPG)
24306,Racing
22563,Puzzle
22563,Adventure
47962,Simulator
5990,Adventure
4996,Shooter
6335,Fighting
6335,Sport
1978,Puzzle
1978,Strategy
1978,Adventure
4972,Puzzle
4972,Strategy
94097,Music
94097,Arcade
3439,Shooter
8454,Role-playing (RPG)
21284,Simulator
79444,Sport
194280,Simulator
19340,Music
19340,Sport
51110,Racing
47780,NA
24287,Fighting
90949,Card & Board Game
44903,Sport
4153,Racing
121365,Adventure
5285,Sport
21304,Racing
9186,Shooter
43251,Fighting
20547,Racing
98976,Shooter
98976,Arcade
44008,Racing
19111,Puzzle
19111,Strategy
19111,Quiz/Trivia
49431,NA
470,Real Time Strategy (RTS)
470,Strategy
2748,Shooter
45824,Adventure
49203,Role-playing (RPG)
1406,Shooter
1406,Platform
21278,Shooter
13118,Simulator
13118,Strategy
21075,Shooter
5107,Adventure
37077,Shooter
37077,Arcade
14411,Adventure
5482,Shooter
5482,Tactical
47386,Shooter
47386,Platform
47386,Role-playing (RPG)
47386,Adventure
47386,Arcade
4647,Simulator
4647,Sport
527,Shooter
527,Indie
10732,Puzzle
10732,Role-playing (RPG)
10732,Turn-based strategy (TBS)
4169,Role-playing (RPG)
4169,Tactical
4169,Adventure
3833,Adventure
5923,Platform
5923,Adventure
6535,Platform
1833,Shooter
1833,Role-playing (RPG)
1833,Hack and slash/Beat 'em up
3347,Shooter
3347,Real Time Strategy (RTS)
3347,Simulator
3347,Strategy
17177,Simulator
17177,Strategy
17177,Indie
4331,Shooter
4331,Simulator
4331,Adventure
24238,Puzzle
21895,Simulator
21895,Sport
7325,Shooter
7325,Puzzle
7325,Adventure
27304,Role-playing (RPG)
27304,Adventure
202091,NA
21742,Adventure
23272,Fighting
23030,Sport
19987,Fighting
47865,Sport
11527,Fighting
11527,Role-playing (RPG)
11527,Hack and slash/Beat 'em up
11527,Adventure
426,Role-playing (RPG)
426,Adventure
870,Simulator
870,Strategy
124495,NA
44950,NA
123359,NA
123355,NA
14996,Puzzle
14996,Simulator
61436,NA
108838,NA
9601,Platform
9601,Puzzle
51001,Racing
85994,Card & Board Game
4011,Shooter
78300,Shooter
222487,NA
21090,Role-playing (RPG)
21090,Strategy
6331,Puzzle
22279,Shooter
93985,NA
2559,Fighting
19107,Puzzle
19107,Strategy
8941,Shooter
8941,Puzzle
8941,Adventure
166458,Adventure
166458,Indie
2690,Shooter
2690,Platform
43607,Role-playing (RPG)
18383,Music
18383,Puzzle
59337,NA
24104,Fighting
199433,Card & Board Game
202425,Adventure
202425,Indie
55059,Fighting
55059,Puzzle
43250,Shooter
43250,Sport
3594,Strategy
3594,Quiz/Trivia
222421,NA
51049,Shooter
51049,Simulator
51049,Sport
47941,Puzzle
47941,Adventure
144,Real Time Strategy (RTS)
144,Strategy
22569,Strategy
22569,Turn-based strategy (TBS)
22569,Quiz/Trivia
18198,NA
109209,NA
3687,Puzzle
7276,Role-playing (RPG)
112,Hack and slash/Beat 'em up
112,Adventure
23123,Fighting
23123,Sport
78609,Adventure
3617,Racing
3617,Sport
157528,Strategy
157528,Turn-based strategy (TBS)
157528,Tactical
157528,Card & Board Game
24333,Sport
92766,NA
9749,Shooter
9749,Sport
123368,Simulator
5011,Sport
51017,Sport
80165,Role-playing (RPG)
7615,Role-playing (RPG)
7615,Strategy
7615,Turn-based strategy (TBS)
7363,Shooter
7363,Role-playing (RPG)
4793,NA
47314,NA
2898,Racing
2898,Simulator
2898,Sport
131524,Card & Board Game
137021,Simulator
137021,Sport
50583,Hack and slash/Beat 'em up
21290,Real Time Strategy (RTS)
21290,Strategy
74406,Quiz/Trivia
44973,Racing
79669,NA
44023,NA
22804,Shooter
3374,Puzzle
3374,Simulator
70641,Role-playing (RPG)
220070,Quiz/Trivia
15362,Puzzle
15362,Strategy
15362,Quiz/Trivia
3127,Role-playing (RPG)
3127,Strategy
3127,Turn-based strategy (TBS)
18268,Adventure
3163,Racing
72861,Hack and slash/Beat 'em up
194949,Role-playing (RPG)
194949,Hack and slash/Beat 'em up
194949,Adventure
45023,Racing
205878,NA
7493,Simulator
7493,Strategy
7493,Turn-based strategy (TBS)
7493,Tactical
4944,Platform
4944,Hack and slash/Beat 'em up
64573,NA
91261,Card & Board Game
324,Real Time Strategy (RTS)
324,Strategy
18705,Shooter
7499,Simulator
7499,Adventure
7499,Indie
223113,Racing
223113,Arcade
49209,Shooter
49209,Simulator
5792,Shooter
5792,Adventure
26690,Role-playing (RPG)
26690,Strategy
26690,Adventure
28767,Fighting
28767,Sport
47924,Racing
47924,Hack and slash/Beat 'em up
80507,Role-playing (RPG)
81501,Role-playing (RPG)
170267,Platform
170267,Hack and slash/Beat 'em up
43620,Role-playing (RPG)
21483,Simulator
182553,Simulator
182553,Indie
7995,Platform
216009,Real Time Strategy (RTS)
216009,Simulator
216009,Strategy
4951,Racing
19745,Puzzle
19745,Simulator
19745,Quiz/Trivia
6559,Role-playing (RPG)
5640,Shooter
70547,NA
67559,NA
7063,Sport
47418,NA
6301,Sport
17272,Visual Novel
18264,Real Time Strategy (RTS)
18264,Role-playing (RPG)
18264,Strategy
18264,Indie
4664,Adventure
1794,Shooter
1794,Platform
1794,Adventure
7200,Fighting
7200,Sport
21339,Role-playing (RPG)
21339,Strategy
7039,Hack and slash/Beat 'em up
7039,Adventure
6346,Adventure
7259,Role-playing (RPG)
7259,Hack and slash/Beat 'em up
7259,Adventure
42889,Role-playing (RPG)
42889,Simulator
6019,Sport
3878,Role-playing (RPG)
3878,Adventure
21151,Fighting
19101,Platform
19101,Puzzle
19101,Role-playing (RPG)
19101,Adventure
19073,Adventure
21810,Puzzle
21810,Racing
210733,Shooter
2717,Shooter
2717,Adventure
21947,Puzzle
21947,Simulator
21947,Strategy
21947,Turn-based strategy (TBS)
7034,Music
7034,Simulator
80460,Music
80460,Simulator
22507,Music
22507,Simulator
4339,Arcade
10222,Hack and slash/Beat 'em up
19007,Role-playing (RPG)
19007,Adventure
69255,NA
19756,Platform
15739,Sport
15739,Adventure
71376,Puzzle
71376,Strategy
71376,Quiz/Trivia
20690,Role-playing (RPG)
20690,Strategy
20884,NA
3951,Platform
45464,Fighting
4941,Puzzle
4941,Strategy
21020,Role-playing (RPG)
7017,Racing
6952,Shooter
6952,Adventure
6310,Shooter
6310,Platform
6310,Hack and slash/Beat 'em up
1196,Puzzle
1196,Quiz/Trivia
93832,Real Time Strategy (RTS)
93832,Strategy
3117,Point-and-click
3117,Adventure
4087,Sport
3953,Shooter
3953,Puzzle
3953,Indie
3953,Arcade
5260,Sport
4501,Shooter
8620,Role-playing (RPG)
8620,Adventure
80139,Strategy
80139,Turn-based strategy (TBS)
6347,Puzzle
6347,Strategy
6809,Role-playing (RPG)
6809,Sport
5147,Simulator
5147,Sport
46557,Role-playing (RPG)
46557,Strategy
46557,Indie
200996,Shooter
200996,Arcade
50594,Simulator
14801,Simulator
14801,Strategy
3327,Platform
3327,Hack and slash/Beat 'em up
18735,Hack and slash/Beat 'em up
18735,Adventure
65118,Sport
65118,Strategy
191478,Arcade
5499,Fighting
5538,Role-playing (RPG)
5538,Simulator
5538,Strategy
5538,Adventure
45013,Shooter
45013,Platform
18050,Puzzle
1624,Real Time Strategy (RTS)
1624,Simulator
1624,Strategy
12900,Shooter
12900,Racing
12900,Simulator
3232,Point-and-click
3232,Adventure
307,Shooter
21074,Role-playing (RPG)
20612,Puzzle
44694,Racing
44694,Adventure
12280,Strategy
12280,Hack and slash/Beat 'em up
6701,Point-and-click
6701,Puzzle
6701,Adventure
6701,Indie
698,Sport
1921,Real Time Strategy (RTS)
1921,Role-playing (RPG)
1921,Simulator
1921,Strategy
1921,Adventure
18840,Shooter
18840,Platform
18840,Adventure
18840,Arcade
4870,Racing
42749,Sport
3411,Simulator
3411,Sport
7153,Shooter
98202,NA
2157,Real Time Strategy (RTS)
2157,Simulator
2157,Strategy
2157,Adventure
92767,NA
92362,NA
49196,Shooter
7248,Sport
72721,Sport
80441,Racing
24307,Role-playing (RPG)
3396,Simulator
3396,Quiz/Trivia
92670,NA
8898,Strategy
67004,NA
65013,NA
77629,NA
67863,Racing
67863,Pinball
77326,Quiz/Trivia
6163,Simulator
6163,Strategy
6163,Tactical
61821,Racing
78421,NA
4998,Fighting
4998,Hack and slash/Beat 'em up
23320,Arcade
67364,NA
204575,Platform
92600,Role-playing (RPG)
94919,NA
139127,NA
1488,Shooter
7942,Simulator
7942,Indie
5099,Pinball
28472,Quiz/Trivia
64024,Sport
327,Real Time Strategy (RTS)
327,Strategy
37152,Platform
50564,NA
81510,NA
33969,Racing
4128,Fighting
4128,Hack and slash/Beat 'em up
26291,Music
146802,NA
5933,Racing
5933,Simulator
5933,Sport
6184,Fighting
6928,Shooter
9927,Role-playing (RPG)
9927,Turn-based strategy (TBS)
