kglID,gameID,Title,Year,Publisher,Main_Genre
1716,2678,Band Hero,2009,Activision,Misc
1717,NA,Cars: Race-O-Rama,2009,THQ,Racing
1718,1000,Oddworld: Abe's Exoddus,1998,GT Interactive,Platform
1719,7303,EyePet,2009,Sony Computer Entertainment,Simulation
1720,2862,Scooby-Doo! First Frights,2009,Warner Bros. Interactive Entertainment,Action
1721,21901,Midnight Club: LA Remix,2008,Take-Two Interactive,Racing
1722,1349,The Bouncer,2000,Sony Computer Entertainment,Action
1723,NA,Shadow The Hedgehog,2005,Sega,Platform
1724,3180,Farming Simulator 2013,2012,Focus Home Interactive,Simulation
1725,2364,Xenoblade Chronicles,2010,Nintendo,Role-Playing
1726,2337,Mario Party Advance,2005,Nintendo,Misc
1727,9083,Tetris 2,1993,Nintendo,Puzzle
1728,11859,Air-Sea Battle,1978,Atari,Shooter
1729,1448,Suikoden III,NA,Unknown,Role-Playing
1730,1225,Kingdom Hearts Re:coded,2010,Square Enix,Role-Playing
1731,1262,South Park: The Stick of Truth,2014,Ubisoft,Role-Playing
1732,554,Driver: San Francisco,2011,Ubisoft,Racing
1733,3078,Sniper Elite V2,2012,505 Games,Shooter
1734,220984,Pro Evolution Soccer 2014,2013,Konami Digital Entertainment,Sports
1735,NA,Brutal Legend,2009,Electronic Arts,Action
1736,20607,Tamagotchi Connection: Corner Shop 2,2006,Namco Bandai Games,Simulation
1737,383,Final Fantasy Type-0,2015,Square Enix,Role-Playing
1738,2637,de Blob,2008,THQ,Platform
1739,5054,NBA 2K10,2009,Take-Two Interactive,Sports
1740,NA,Fire Emblem,2003,Nintendo,Strategy
1741,2062,Yakuza 4,2010,Sega,Action
1742,92058,Club Penguin: Game Day!,2010,Disney Interactive Studios,Sports
1743,816,NHL 2004,2003,Electronic Arts,Sports
1744,3262,Grand Theft Auto: Vice City Stories,2007,Take-Two Interactive,Action
1745,11311,Romancing SaGa,1992,SquareSoft,Role-Playing
1746,192916,Donkey Kong Junior,1981,Atari,Platform
1747,165307,Medal of Honor: Underground,2000,Electronic Arts,Shooter
1748,1215,Dark Cloud 2,2002,Sony Computer Entertainment,Role-Playing
1749,NA,Jampack Summer '99,1999,Sony Computer Entertainment,Misc
1750,7390,PlayStation All-Stars Battle Royale,2012,Sony Computer Entertainment,Action
1751,NA,Dance Dance Revolution 2nd ReMIX,1999,Konami Digital Entertainment,Simulation
1752,8567,Monster High: Ghoul Spirit,2011,THQ,Misc
1753,NA,Dragon Quest X,2012,Square Enix,Role-Playing
1754,23136,Gangs of London,2006,Sony Computer Entertainment,Adventure
1755,48240,Star Soldier,1986,Hudson Soft,Shooter
1756,1915,Lost Planet 2,2010,Capcom,Shooter
1757,814,NHL 2001,2000,Electronic Arts,Sports
1758,NA,Dragon Quest Monsters: Terry's Wonderland 3D,2012,Square Enix,Role-Playing
1759,47900,My Weight Loss Coach,2008,Ubisoft,Sports
1760,NA,Mega Man Star Force Dragon / Leo / Pegasus,2006,Capcom,Action
1761,86252,Shinobi,2002,Sony Computer Entertainment,Platform
1762,478,The Witcher 2: Assassins of Kings,2011,Namco Bandai Games,Action
1763,NA,PilotWings Resort,2011,Nintendo,Simulation
1764,7099,Naruto Shippuden: Ultimate Ninja Storm 3,2013,Namco Bandai Games,Fighting
1765,9918,LEGO Jurassic World,2015,Warner Bros. Interactive Entertainment,Action
1766,199434,Wheel of Fortune,2003,Unknown,Misc
1767,6237,World Championship Poker,2004,Play It,Misc
1768,210256,Ben 10: Alien Force,2008,Koch Media,Action
1769,NA,Wild ARMs,1996,Sony Computer Entertainment,Role-Playing
1770,10092,Kessen,2000,Electronic Arts,Strategy
1771,6699,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003,Konami Digital Entertainment,Misc
1772,43712,NCAA Football 2000,1999,Electronic Arts,Sports
1773,2674,Guitar Hero: Metallica,2009,Activision,Misc
1774,3770,Evolve,2015,Take-Two Interactive,Shooter
1775,997,Army of Two: The 40th Day,2010,Electronic Arts,Shooter
1776,NA,Tony Hawk: RIDE,2009,Activision,Sports
1777,NA,Lego Batman 3: Beyond Gotham,2014,Warner Bros. Interactive Entertainment,Action
1778,5281,Wii Play: Motion,2011,Nintendo,Misc
1779,1865,Killzone,2004,Sony Computer Entertainment,Shooter
1780,7470,The Tomb Raider Trilogy,2011,Square Enix,Action
1781,641,Colin McRae Rally 04,2003,Codemasters,Racing
1782,6890,Star Fox 64 3D,2011,Nintendo,Shooter
1783,46045,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996,GT Interactive,Misc
1784,1135,Castlevania: Lament of Innocence,2003,Konami Digital Entertainment,Action
1785,5712,Mario Tennis Open,2012,Nintendo,Sports
1786,478,The Witcher 2: Assassins of Kings,2012,Namco Bandai Games,Action
1787,215448,Destroy All Humans!,2005,THQ,Shooter
1788,2353,SaGa Frontier 2,1999,SquareSoft,Role-Playing
1789,7111,NCAA Football 10,2009,Electronic Arts,Sports
1790,22772,MLB 2000,1999,Sony Computer Entertainment,Sports
1791,18017,The Legend of Zelda: Twilight Princess HD,2016,Nintendo,Action
1792,2720,Bully,2006,Take-Two Interactive,Action
1793,21873,Phantasy Star Portable,2008,Sega,Role-Playing
1794,NA,Hot Shots Golf Fore!,2003,Sony Computer Entertainment,Sports
1795,20525,MLB 06: The Show,2006,Sony Computer Entertainment,Sports
1796,856,NHL 2003,2002,Electronic Arts,Sports
1797,451,Operation Flashpoint: Dragon Rising,2009,Codemasters,Shooter
1798,50706,Nickelodeon Fit,2010,Take-Two Interactive,Sports
1799,NA,Buzz! Quiz World,2009,Sony Computer Entertainment,Misc
1800,52149,Bentley's Hackpack,2005,N/A,Misc
1801,NA,EA Sports Grand Slam Tennis,2009,Electronic Arts,Sports
1802,21761,White Knight Chronicles: International Edition,2008,Sony Computer Entertainment,Role-Playing
1803,4175,SSX,2012,Electronic Arts,Sports
1804,5168,Sonic Riders: Zero Gravity,2008,Sega,Racing
1805,47811,Build-A-Bear Workshop,2007,Game Factory,Simulation
1806,20007,Crash City Mayhem,2004,THQ,Racing
1807,198902,Spider-Man,1981,Parker Bros.,Action
1808,1717,Mega Man 4,1991,Capcom,Platform
1809,1116,Castlevania II: Simon's Quest,1987,Konami Digital Entertainment,Platform
1810,3619,Toy Story 2: Buzz Lightyear to the Rescue!,1999,Activision,Platform
1811,146006,Teenage Mutant Ninja Turtles,2003,Unknown,Action
1812,7369,MLB 07: The Show,2007,Sony Computer Entertainment,Sports
1813,618,Brothers in Arms: Hell's Highway,2008,Ubisoft,Shooter
1814,6809,Inazuma Eleven 3,2010,Level 5,Role-Playing
1815,NA,Pokken Tournament,2016,Namco Bandai Games,Fighting
1816,45035,SnoCross Championship Racing,1999,Ubisoft,Racing
1817,146006,Teenage Mutant Ninja Turtles,2003,Konami Digital Entertainment,Action
1818,9236,Top Gun: Combat Zones,2001,Titus,Simulation
1819,79116,Blue Dragon,2006,Microsoft Game Studios,Role-Playing
1820,7112,NCAA Football 11,2010,Electronic Arts,Sports
1821,818,NHL 98,1997,Electronic Arts,Sports
1822,2770,SpongeBob SquarePants: The Yellow Avenger,2006,THQ,Action
1823,NA,Wipeout: In The Zone,2011,Activision,Misc
1824,46096,Space Jam,1996,Acclaim Entertainment,Sports
1825,195030,Balloon Fight,1985,Nintendo,Platform
1826,128,Assassin's Creed,2008,Ubisoft,Adventure
1827,6756,Disney Magical World,2013,Nintendo,Adventure
1828,1268,Crysis 3,2013,Electronic Arts,Shooter
1829,6832,Dynasty Warriors 7,2011,Tecmo Koei,Action
1830,7374,MLB 12: The Show,2012,Sony Computer Entertainment,Sports
1831,210302,Sonic Riders,2006,Sega,Racing
1832,4183,Starsky & Hutch,2003,Empire Interactive,Racing
1833,NA,Tobal No.1,1996,Sony Computer Entertainment,Fighting
1834,7057,Lost Odyssey,2007,Microsoft Game Studios,Role-Playing
1835,8655,MLB 15: The Show,2015,Sony Computer Entertainment,Sports
1836,4672,AMF Bowling Pinbusters!,2007,Bethesda Softworks,Sports
1837,4078,Street Hoops,2002,Activision,Sports
1838,NA,Avatar: The Game,2009,Ubisoft,Action
1839,NA,Harvest Moon 3D: A New Beginning,2012,Marvelous Entertainment,Action
1840,7468,Tom Clancy's EndWar,2008,Ubisoft,Strategy
1841,23462,Knockout Kings 2002,2002,Electronic Arts,Sports
1842,24184,Tokyo Xtreme Racer 3,2003,Genki,Racing
1843,642,Colin McRae Rally 2.0,2000,Codemasters,Racing
1844,193728,Glover,1998,Hasbro Interactive,Platform
1845,7091,MX vs. ATV Reflex,2009,THQ,Racing
1846,8339,Minecraft: Story Mode,2015,Mojang,Adventure
1847,130831,Namco Museum,1995,Unknown,Misc
1848,200963,Marvel: Ultimate Alliance 2,2009,Activision,Role-Playing
1849,NA,Super Momotarou Dentetsu III,1994,Hudson Soft,Simulation
1850,8813,Tiger Woods PGA Tour 2002,2002,Electronic Arts,Sports
1851,8167,Rhythm Heaven,2011,Unknown,Misc
1852,38218,Mini-Yonku Shining Scorpion: Let's & Go!!,1996,ASCII Entertainment,Racing
1853,24132,MLB 2005,2004,Sony Computer Entertainment,Sports
1854,7459,SOCOM 4: U.S. Navy SEALs,2011,Sony Computer Entertainment,Shooter
1855,2626,Burnout Revenge,2005,Electronic Arts,Racing
1856,NA,Buzz! Quiz TV,2008,Sony Computer Entertainment,Misc
1857,5276,We Ski & Snowboard,2008,Atari,Sports
1858,171266,Destruction Derby,1995,Psygnosis,Racing
1859,NA,TouchMaster 2,2008,Midway Games,Puzzle
1860,45106,3Xtreme,1999,989 Studios,Action
1861,21537,Hot Shots Tennis,2006,Sony Computer Entertainment,Sports
1862,22885,Resistance: Retribution,2009,Sony Computer Entertainment,Shooter
1863,NA,Tiger Woods PGA Tour 12: The Masters,2011,Electronic Arts,Sports
1864,5178,Spider-Man 3,2007,Activision,Platform
1865,1643,James Bond 007: Agent Under Fire,2002,Electronic Arts,Shooter
1866,21807,Samba De Amigo,2008,Sega,Misc
1867,1081,The Elder Scrolls Online,2014,Bethesda Softworks,Role-Playing
1868,6691,FIFA Soccer 09 All-Play,2008,Electronic Arts,Sports
1869,20978,Fossil Fighters,2008,Nintendo,Role-Playing
1870,8186,LittleBigPlanet Karting,2012,Sony Computer Entertainment,Action
1871,166523,Harry Potter: Quidditch World Cup,2003,Electronic Arts,Sports
1872,20168,The Biggest Loser: Ultimate Workout,2010,THQ,Sports
1873,NA,Call of Juarez: Bound in Blood,2009,Ubisoft,Shooter
1874,1868,Killzone: Liberation,2006,Sony Computer Entertainment,Shooter
1875,5753,Blitz: The League,2005,Unknown,Sports
1876,222410,Castlevania: Circle of the Moon,2001,Konami Digital Entertainment,Platform
1877,217,Sonic Chronicles: The Dark Brotherhood,2008,Sega,Role-Playing
1878,903,Tiger Woods PGA Tour 06,2005,Electronic Arts,Sports
1879,18066,Classic NES Series: The Legend of Zelda,2004,Nintendo,Adventure
1880,NA,The Jak and Daxter Collection,2012,Sony Computer Entertainment,Platform
1881,1440,Fire Emblem: The Sacred Stones,2004,Nintendo,Strategy
1882,NA,Pokemon Card GB2: Here Comes Team GR!,2001,Nintendo,Strategy
1883,4782,CSI: Hard Evidence,2008,Ubisoft,Adventure
1884,14750,Ace Combat 2,1997,Sony Computer Entertainment,Simulation
1885,4837,F1 2009,2009,Codemasters,Racing
1886,8845,NFL 2K2,2001,Sega,Sports
1887,19918,EA Sports UFC 2,2016,Electronic Arts,Sports
1888,24288,Dissidia 012: Duodecim Final Fantasy,2011,Square Enix,Fighting
1889,NA,Monster 4X4: World Circuit,2006,Ubisoft,Racing
1890,5325,Wii Fit U,2013,Nintendo,Sports
1891,1059,Kingdoms of Amalur: Reckoning,2012,Electronic Arts,Role-Playing
1892,28193,MLB 2001,2000,Sony Computer Entertainment,Sports
1893,NA,SingStar Anthems,2006,Sony Computer Entertainment,Misc
1894,NA,Seiken Densetsu 3,1995,SquareSoft,Role-Playing
1895,NA,Mega Man 8 Anniversary Collector's Edition,1996,Capcom,Platform
1896,50710,Peppa Pig: The Game,2008,Pinnacle,Misc
1897,5006,Michael Jackson: The Experience,2011,Ubisoft,Misc
1898,77275,Ghostbusters: The Video Game,2009,Atari,Action
1899,2691,Rock Band 3,2010,MTV Games,Misc
1900,978,Resident Evil: Revelations,2012,Capcom,Action
1901,8835,NBA 2K6,2005,Take-Two Interactive,Sports
1902,23089,Buzz! The Mega Quiz,2007,Sony Computer Entertainment,Misc
1903,4833,Endless Ocean: Blue World,2009,Nintendo,Simulation
1904,162,Star Wars: Rebel Assault II - The Hidden Empire,1996,CTO SpA,Shooter
1905,NA,Metal Gear Ac!d,2004,Konami Digital Entertainment,Strategy
1906,3064,Cooking Mama: World Kitchen,2008,505 Games,Simulation
1907,1238,Tekken Tag Tournament 2,2012,Namco Bandai Games,Fighting
1908,5826,ESPN NHL 2K5,2004,Global Star,Sports
1909,19256,Phantasy Star Portable 2,2009,Sega,Role-Playing
1910,5793,Crimson Skies: High Road to Revenge,2003,Microsoft Game Studios,Simulation
1911,9345,Spec Ops: Ranger Elite,2001,TalonSoft,Shooter
1912,4309,Gex,1995,Crystal Dynamics,Platform
1913,38136,Derby Stallion II,1994,ASCII Entertainment,Sports
1914,NA,Gold's Gym: Dance Workout,2010,Ubisoft,Sports
1915,846,Red Faction: Guerrilla,2009,THQ,Shooter
1916,1296,Tom Clancy's Ghost Recon: Island Thunder,2003,Ubisoft,Shooter
1917,72073,Need for Speed: V-Rally,1997,Infogrames,Racing
1918,NA,Kingdom Hearts Re: Chain of Memories,2008,Square Enix,Role-Playing
1919,92052,Pictionary,2010,THQ,Puzzle
1920,20716,NFL GameDay '97,1996,Sony Computer Entertainment,Sports
1921,6910,Beijing 2008,2008,Sega,Sports
1922,4919,The House of the Dead: Overkill,2009,Sega,Shooter
1923,6204,Tony Hawk's Project 8,2006,Activision,Sports
1924,813,NHL 2000,1998,Electronic Arts,Sports
1925,NA,Buzz! Master Quiz,2008,Sony Computer Entertainment,Misc
1926,3915,Fight Night Round 2,2005,Electronic Arts,Fighting
1927,44065,Wizards of Waverly Place,2009,Disney Interactive Studios,Misc
1928,3863,Conflict: Desert Storm,2002,SCi,Shooter
1929,23464,Triple Play 2002,2002,Electronic Arts,Sports
1930,2216,Vagrant Story,2000,Crave Entertainment,Role-Playing
1931,113439,Lemmings,2006,Sony Computer Entertainment,Puzzle
1932,7242,Warriors Orochi,2007,Tecmo Koei,Action
1933,68156,Enduro,1982,Quelle,Misc
1934,1213,Tales of Xillia 2,2012,Namco Bandai Games,Role-Playing
1935,NA,SingStar '90s,2007,Sony Computer Entertainment,Misc
1936,NA,Monster Strike 3DS,2015,"mixi, Inc",Action
1937,1162,Tomb Raider: Anniversary,2007,Eidos Interactive,Action
1938,1269,Darksiders II,2012,THQ,Action
1939,77275,Ghostbusters: The Video Game,2009,Sony Computer Entertainment,Action
1940,NA,The World Ends With You,2007,Square Enix,Role-Playing
1941,1052,The Lord of the Rings: War in the North,2011,Warner Bros. Interactive Entertainment,Action
1942,4093,Rocky,2002,Rage Software,Fighting
1943,1819,Dragon Quest VIII: Journey of the Cursed King,2015,Square Enix,Role-Playing
1944,4867,Ford Racing,2001,Empire Interactive,Racing
1945,3536,Madden Football 64,1997,Electronic Arts,Sports
1946,28191,MLB 99,1998,Sony Computer Entertainment,Sports
1947,2569,Dragon Ball Z: Burst Limit,2008,Atari,Fighting
1948,20280,The Legendary Starfy,2008,Nintendo,Platform
1949,19631,Dynasty Warriors 4: Xtreme Legends,2003,Tecmo Koei,Action
1950,7385,Ninja Gaiden Sigma 2,2009,Ubisoft Annecy,Action
1951,3417,Army Men: Air Attack,1999,3DO,Action
1952,103,Need for Speed: Nitro,2009,Electronic Arts,Racing
1953,NA,Madden NFL 09 All-Play,2008,Electronic Arts,Sports
1954,8837,NBA 2K8,2007,Take-Two Interactive,Sports
1955,6703,Street Fighter Alpha 2,1996,Virgin Interactive,Fighting
1956,3124,Blazing Angels: Squadrons of WWII,2007,Ubisoft,Simulation
1957,1119,Castlevania III: Dracula's Curse,1989,Konami Digital Entertainment,Platform
1958,166336,Harry Potter and the Order of the Phoenix,2007,Electronic Arts,Action
1959,3056,Rampage World Tour,1997,GT Interactive,Action
1960,10916,Burnout Legends,2005,Electronic Arts,Racing
1961,20254,NFL GameDay,1995,Sony Computer Entertainment,Sports
1962,3840,Burnout 2: Point of Impact,2002,Acclaim Entertainment,Racing
1963,18221,Kirby: Planet Robobot,2016,Nintendo,Action
1964,55037,Street Fighter EX3,2000,Virgin Interactive,Fighting
1965,NA,Karaoke Revolution Glee,2010,Konami Digital Entertainment,Misc
1966,23321,Thief,2014,Square Enix,Action
1967,1174,Golden Sun: Dark Dawn,2010,Nintendo,Role-Playing
1968,5224,Tiger Woods PGA Tour 11,2010,Electronic Arts,Sports
1969,20734,Devil May Cry HD Collection,2012,Capcom,Action
1970,NA,MLB 16: The Show,2016,Sony Computer Entertainment,Action
1971,2366,Xenoblade Chronicles X,2015,Nintendo,Role-Playing
1972,NA,Petz Dogz Fashion,2008,Ubisoft,Simulation
1973,4173,ATV Quad Power Racing 2,2003,Acclaim Entertainment,Racing
1974,3388,Harvest Moon: Tree of Tranquility,2007,Rising Star Games,Simulation
1975,121688,Final Fantasy,1987,SquareSoft,Role-Playing
1976,1065,Street Fighter X Tekken,2012,Capcom,Fighting
1977,8094,Rocket Power: Team Rocket Rescue,2001,THQ,Sports
1978,200875,Duke Nukem Forever,2011,Take-Two Interactive,Shooter
1979,3809,Big Mutha Truckers,2002,Empire Interactive,Racing
1980,14548,Borderlands: The Handsome Collection,2015,Take-Two Interactive,Shooter
1981,11292,Rogue Galaxy,2005,Sony Computer Entertainment,Role-Playing
1982,5824,ESPN College Hoops 2K5,2004,Sega,Sports
1983,1107,Metroid: Zero Mission,2004,Nintendo,Adventure
1984,7466,Time Crisis 4,2007,Namco Bandai Games,Shooter
1985,218347,Q*bert,1999,Atari,Puzzle
1986,14751,Ace Combat 3: Electrosphere,1999,Sony Computer Entertainment,Simulation
1987,2983,Dynasty Warriors 2,2000,THQ,Action
1988,7906,Battle of Giants: Dinosaurs,2008,Ubisoft,Strategy
1989,4983,Madden NFL 07,NA,Unknown,Sports
1990,49393,Lizzie McGuire 2: Lizzie Diaries,2004,Disney Interactive Studios,Action
1991,1011,Borderlands 2,2014,Take-Two Interactive,Shooter
1992,NA,FIFA Soccer World Championship,2000,Electronic Arts,Sports
1993,80634,Brute Force,2003,Microsoft Game Studios,Shooter
1994,19910,Dance Central 3,2012,Microsoft Game Studios,Misc
1995,23467,Yu-Gi-Oh! Dark Duel Stories,2000,Konami Digital Entertainment,Misc
1996,88882,The Game of Life,1998,Unknown,Misc
1997,1752,Mega Man Legends,1997,Capcom,Adventure
1998,222127,Sly 3: Honor Among Thieves,2005,Sony Computer Entertainment,Platform
1999,78446,The Price is Right,2008,Ubisoft,Misc
2000,2152,Sid Meier's Civilization Revolution,2008,Take-Two Interactive,Strategy
2001,NA,MLB SlugFest 20-03,NA,Unknown,Sports
2002,NA,I Spy: Fun House,2007,Scholastic Inc.,Puzzle
2003,203136,The Amazing Spider-Man,2012,Activision,Action
2004,19311,Dragon Ball: Raging Blast 2,2010,Namco Bandai Games,Fighting
2005,4000,MediEvil,1998,Sony Computer Entertainment,Platform
2006,83245,Casper,1996,Interplay,Adventure
2007,20695,Deca Sports 2,2009,Hudson Soft,Sports
2008,22311,Tony Hawk's Underground 2 Remix,2005,Activision,Sports
2009,NA,Star Wars The Clone Wars: Republic Heroes,2009,LucasArts,Action
2010,2680,DJ Hero 2,2010,Activision,Misc
2011,8258,Street Fighter V,2016,Capcom,Fighting
2012,7573,Clu Clu Land,1984,Nintendo,Puzzle
2013,10613,Killer Instinct Gold,1996,Nintendo,Fighting
2014,5484,Amped: Freestyle Snowboarding,2001,Microsoft Game Studios,Sports
2015,8529,Custer's Revenge,1981,Mystique,Action
2016,4005,MediEvil: Resurrection,2005,Sony Computer Entertainment,Adventure
2017,1254,DmC: Devil May Cry,2013,Capcom,Action
2018,1207,Tales of the Abyss,2011,Namco Bandai Games,Role-Playing
2019,4092,Rocket Power: Beach Bandits,2002,THQ,Platform
2020,47434,Hasbro Family Game Night 3,2010,Electronic Arts,Misc
2021,6146,Stranglehold,2007,Midway Games,Shooter
2022,7913,Imagine: Rock Star,2008,Ubisoft,Simulation
2023,NA,Shin Megami Tensei: Persona 4,2008,Atlus,Role-Playing
2024,NA,SingStar Vol. 2,2008,Sony Computer Entertainment,Misc
2025,5152,Shaun White Snowboarding,NA,Ubisoft,Sports
2026,4695,Twisted Metal,2012,Sony Computer Entertainment,Action
2027,205589,Dragon Warrior III,2000,Enix Corporation,Role-Playing
2028,60692,Disney's The Little Mermaid: Ariel's Undersea Adventure,2006,Disney Interactive Studios,Action
2029,209280,Ready 2 Rumble Boxing: Round 2,2000,Midway Games,Fighting
2030,42321,Kamaitachi no Yoru,1994,ChunSoft,Adventure
2031,7812,Patapon,2007,Sony Computer Entertainment,Misc
2032,NA,Tales of Destiny II,2000,Namco Bandai Games,Role-Playing
2033,14530,Super Bomberman 2,1994,Hudson Soft,Puzzle
2034,45099,NASCAR 2001,2000,Electronic Arts,Racing
2035,4828,EA Sports Active NFL Training Camp,2010,Electronic Arts,Sports
2036,1034,The Legend of Zelda: Four Swords Adventures,2004,Nintendo,Action
2037,NA,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999,Konami Digital Entertainment,Sports
2038,9741,Guitar Hero Live,2015,Activision,Misc
2039,3998,Valkyrie Profile,1999,Enix Corporation,Role-Playing
2040,383,Final Fantasy Type-0,2011,Unknown,Role-Playing
2041,3440,Army Men: Sarge's Heroes,1999,3DO,Action
2042,195570,Mega Man,1987,Capcom,Platform
2043,9891,Tom Clancy's Rainbow Six 3,2004,Ubisoft,Shooter
2044,2899,EarthBound,1994,Nintendo,Role-Playing
2045,NA,Professor Layton vs Phoenix Wright: Ace Attorney,2012,Level 5,Puzzle
2046,51179,The Next Tetris,1998,Atari,Puzzle
2047,181573,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,1998,Konami Digital Entertainment,Sports
2048,402,Final Fantasy XI: Wings of the Goddess,2007,Square Enix,Role-Playing
2049,3214,MadWorld,2009,Sega,Action
2050,NA,Who wants to be a millionaire,2000,Eidos Interactive,Misc
2051,2059,Yakuza,2005,Sega,Action
2052,NA,Star Wars Rogue Squadron III: Rebel Strike,2003,LucasArts,Simulation
2053,3305,ABBA: You Can Dance,2011,Ubisoft,Misc
2054,10560,Moto Racer,1997,Electronic Arts,Racing
2055,1049,Hitman: Contracts,2004,Eidos Interactive,Shooter
2056,146214,Final Fantasy Anthology,1999,Square EA,Role-Playing
2057,1021,Aliens: Colonial Marines,2013,Sega,Shooter
2058,NA,[Prototype 2],2012,Activision,Action
2059,NA,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010,Sega,Racing
2060,NA,Goldeneye 007: Reloaded,2011,Activision,Shooter
2061,2849,All Star Cheer Squad,2008,THQ,Sports
2062,978,Resident Evil: Revelations,2013,Capcom,Action
2063,NA,Super Robot Taisen Î±,2000,Banpresto,Strategy
2064,NA,PES 2009: Pro Evolution Soccer,2009,Konami Digital Entertainment,Sports
2065,3990,Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013,Nintendo,Sports
2066,1203,Tales of Destiny 2,2002,Namco Bandai Games,Role-Playing
2067,42598,Capcom's Soccer Shootout,1993,Nintendo,Sports
2068,214824,Sniper: Ghost Warrior,2011,City Interactive,Shooter
2069,575,The Godfather II,2009,Electronic Arts,Action
2070,12240,Alien,1981,20th Century Fox Video Games,Action
2071,2252,Dragon Ball Z: Budokai Tenkaichi 2,2006,Atari,Fighting
2072,1871,The Walking Dead: Season One,2012,Avanquest Software,Adventure
2073,18787,Ridge Racer,1994,Sony Computer Entertainment,Racing
2074,2408,Final Fantasy Tactics A2: Grimoire of the Rift,2007,Square Enix,Role-Playing
2075,3384,Harvest Moon: A Wonderful Life,2003,Ubisoft,Role-Playing
2076,NA,Momotarou Dentetsu 7,1997,Hudson Entertainment,Simulation
2077,2994,Invizimals,2009,Sony Computer Entertainment,Strategy
2078,43771,Motocross Mania,2001,Take-Two Interactive,Racing
2079,NA,Star Wars The Clone Wars: Jedi Alliance,2008,LucasArts,Action
2080,200415,WCW Mayhem,1999,Electronic Arts,Fighting
2081,1718,Mega Man 5,1992,Capcom,Platform
2082,7192,Star Ocean: The Last Hope,2009,Square Enix,Role-Playing
2083,6780,Dance Dance Revolution SuperNOVA 2,2007,Konami Digital Entertainment,Simulation
2084,31719,Armored Core 2,2000,Ubisoft,Simulation
2085,NA,Dragon Quest Monsters 2,2014,Square Enix,Role-Playing
2086,4890,Ghost Squad,2007,Sega,Shooter
2087,1833,Dead Island: Riptide,2013,Deep Silver,Action
2088,4821,Drawn to Life,2007,THQ,Action
2089,NA,Major League Baseball Featuring Ken Griffey Jr,1998,Nintendo,Sports
2090,5648,Too Human,2008,Microsoft Game Studios,Role-Playing
2091,5954,NCAA Football 08,2007,Electronic Arts,Sports
2092,3136,FIFA Soccer 2004,2003,Electronic Arts,Sports
2093,71901,Personal Trainer: Walking,2008,Nintendo,Sports
2094,NA,PokePark 2: Wonders Beyond,2011,Nintendo,Action
2095,1403,Professor Layton and the Azran Legacy,2013,Nintendo,Puzzle
2096,7469,Tom Clancy's Splinter Cell: Double Agent,2006,Ubisoft,Action
2097,151837,Yars' Revenge,1982,Atari,Shooter
2098,7050,Lips,2008,Microsoft Game Studios,Misc
2099,45170,Secret Agent Barbie: Royal Jewels Mission,2002,Vivendi Games,Platform
2100,1110,Metroid Prime Hunters,2006,Nintendo,Shooter
2101,323,The 7th Guest,1992,Virgin Interactive,Adventure
2102,223631,Doom,1994,Infogrames,Shooter
2103,23065,Buzz! The Hollywood Quiz,2007,Sony Computer Entertainment,Misc
2104,16026,Puzzler World,2009,Ubisoft,Puzzle
2105,80769,My Little Pony: Pinkie Pie's Party,2008,THQ,Adventure
2106,80416,We Sing,2009,Nordic Games,Misc
2107,8246,Marvel vs. Capcom: Clash of Super Heroes,1999,Capcom,Fighting
2108,23827,God of War Saga,2012,Sony Computer Entertainment,Action
2109,136864,Battle Stations,1997,Electronic Arts,Strategy
2110,21099,Tetris Party Deluxe,2010,Nintendo,Puzzle
2111,11185,Pro Evolution Soccer 2016,2015,Konami Digital Entertainment,Sports
2112,18313,Worms: Open Warfare,2006,THQ,Strategy
2113,NA,Star Wars Battlefront: Elite Squadron,2009,LucasArts,Shooter
2114,22948,UFC Personal Trainer: The Ultimate Fitness System,2011,THQ,Sports
2115,8836,NBA 2K7,2006,Take-Two Interactive,Sports
2116,210432,Need for Speed: ProStreet,2008,Electronic Arts,Racing
2117,NA,Torneko no Daibouken: Fushigi no Dungeon,1993,ChunSoft,Role-Playing
2118,7453,Jr. Pac-Man,1983,Atari,Puzzle
2119,3008,Banjo-Kazooie: Nuts & Bolts,2008,Microsoft Game Studios,Platform
2120,20262,NBA ShootOut 98,1998,Sony Computer Entertainment,Sports
2121,166354,Harry Potter and the Half-Blood Prince,2009,Electronic Arts,Action
2122,1465,Perfect Dark Zero,2005,Microsoft Game Studios,Shooter
2123,218319,Galaxian,1982,Atari,Shooter
2124,45496,Andretti Racing,1996,Electronic Arts,Racing
2125,45807,Caesars Palace 2000: Millennium Gold Edition,2000,Interplay,Misc
2126,11113,Air Raid,1981,Men-A-Vision,Action
2127,6060,Freedom Wars,2014,Sony Computer Entertainment,Role-Playing
2128,194232,Marvel Nemesis: Rise of the Imperfects,2005,Electronic Arts,Fighting
2129,78619,Boxing,1980,Activision,Fighting
2130,94,Need for Speed: Porsche Unleashed,1999,Electronic Arts,Racing
