kglID,gameID,Title,Year,Publisher,Main_Genre
5682,NA,Pro Yaky? Spirits 2012,2012,Konami Digital Entertainment,Sports
5683,NA,Puzzle & Dragons X: God Chapter / Dragon Chapter,2016,GungHo,Action
5684,7158,Record of Agarest War,2008,Compile Heart,Role-Playing
5685,210479,Sid Meier's Pirates!,2007,Take-Two Interactive,Strategy
5686,123416,Taiko no Tatsujin: Go! Go! Godaime,2004,Namco Bandai Games,Misc
5687,37148,Taiko Drum Master,2004,Namco Bandai Games,Misc
5688,NA,Bust-A-Move 2 Arcade Edition,1995,Acclaim Entertainment,Puzzle
5689,22632,Tom Clancy's Splinter Cell: Essentials,2006,Ubisoft,Shooter
5690,4200,Tetris Worlds,2003,THQ,Puzzle
5691,5491,Armored Core 4,2006,505 Games,Simulation
5692,5839,Forgotten Realms: Demon Stone,2004,Atari,Action
5693,42601,Super Baseball Simulator 1.000,1991,Culture Brain,Sports
5694,NA,Go Play: Lumberjacks,2009,Majesco Entertainment,Simulation
5695,8136,Looney Tunes: Space Race,2002,Infogrames,Racing
5696,NA,Puzzle Challenge: Crosswords and More!,2006,Crave Entertainment,Puzzle
5697,6848,NASCAR Unleashed,2011,Activision,Racing
5698,122753,Backyard Hockey,2003,Atari,Sports
5699,2161,Playboy: The Mansion,2005,Ubisoft,Simulation
5700,5154,Shiren the Wanderer,2008,Sega,Role-Playing
5701,65905,Ore no Shikabane o Koete Yuke,2011,Sony Computer Entertainment,Role-Playing
5702,4120,Shaman King: Spirit of Shamans,2002,Namco Bandai Games,Action
5703,NA,The Fairly Odd Parents: Enter the Cleft,2002,THQ,Platform
5704,50581,MC Groovz Dance Craze,2004,Mad Catz,Misc
5705,8032,Tom and Jerry in House Trap,2000,Ubisoft,Action
5706,23025,101-in-1 Explosive Megamix,2008,Nordcurrent,Puzzle
5707,NA,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,2006,Shogakukan,Misc
5708,83,Baldur's Gate: Dark Alliance,2002,Virgin Interactive,Role-Playing
5709,NA,Family Guy,2006,Take-Two Interactive,Action
5710,6218,UFC: Tapout,2002,Crave Entertainment,Fighting
5711,220359,Aikatsu! Cinderella Lesson,2012,Namco Bandai Games,Role-Playing
5712,19874,Mega Man Legacy Collection,2016,Capcom,Platform
5713,5986,Predator: Concrete Jungle,2005,Vivendi Games,Action
5714,50936,Beyblade: Metal Fusion - Battle Fortress,2009,Konami Digital Entertainment,Action
5715,201103,Big Mutha Truckers 2,2005,Xplosiv,Racing
5716,76992,Shutter Island,2009,Merscom LLC,Adventure
5717,9914,Demon Gaze,2013,Nippon Ichi Software,Role-Playing
5718,20871,Zombie Army Trilogy,2015,Rebellion Developments,Shooter
5719,20433,NHL FaceOff 2001,2001,Sony Computer Entertainment,Sports
5720,24320,Mana Khemia 2: Fall of Alchemy,2008,Gust,Role-Playing
5721,28852,The Great Escape,2003,SCi,Action
5722,NA,Dexter's Lab Chess Challenge,2002,BAM! Entertainment,Misc
5723,135469,Nostalgia,2008,Tecmo Koei,Role-Playing
5724,4934,Iron Chef America: Supreme Cuisine,2008,Destineer,Simulation
5725,50626,Arcade Shooting Gallery,2008,Zoo Games,Shooter
5726,NA,The Rise of the Argonauts,2008,Codemasters,Role-Playing
5727,NA,ESA Foundation Compilation,2005,Sony Computer Entertainment,Misc
5728,15434,The King of Fighters XI,2006,Ignition Entertainment,Fighting
5729,7122,Ninja Gaiden 3,2012,Nintendo,Action
5730,NA,Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996,Namco Bandai Games,Fighting
5731,7208,Bound By Flame,2014,Focus Home Interactive,Role-Playing
5732,5634,Conflict: Denied Ops,2008,Eidos Interactive,Shooter
5733,7177,Saw II: Flesh & Blood,2010,Konami Digital Entertainment,Action
5734,3077,Sniper Elite,2005,Ubisoft,Shooter
5735,4678,Arc Rise Fantasia,2009,Marvelous Interactive,Role-Playing
5736,NA,"Ni Hao, Kai-lan: Super Game Day",2009,Take-Two Interactive,Misc
5737,72549,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005,Sega,Action
5738,NA,Petz Pony: Beauty Pageant,2009,Ubisoft,Simulation
5739,37892,Parlor! Mini 4,1996,Nippon Telenet,Misc
5740,6337,Breath of Fire II,2001,Ubisoft,Role-Playing
5741,5182,The Spiderwick Chronicles,2008,Vivendi Games,Action
5742,9694,Danganronpa 2: Goodbye Despair,2012,Spike,Misc
5743,7194,Steins;Gate,2011,Kadokawa Shoten,Adventure
5744,6988,Enchanted Arms,2006,Ubisoft,Role-Playing
5745,6378,Dinotopia: The Timestone Pirates,2002,TDK Core,Action
5746,NA,Power Pro Kun Pocket 12,2009,Konami Digital Entertainment,Sports
5747,NA,J-League Jikkyou Winning Eleven 3,1997,Konami Digital Entertainment,Sports
5748,13144,The Sims 4: Get Together,2015,Electronic Arts,Simulation
5749,NA,Jissen Pachi-Slot Hisshouhou,1993,Sammy Corporation,Misc
5750,6861,Pac-Man & Galaga Dimensions,2011,Namco Bandai Games,Misc
5751,7149,Quantum Theory,2010,Tecmo Koei,Shooter
5752,1971,Manhunt,2004,Take-Two Interactive,Action
5753,68261,NCAA Final Four 2003,2002,Sony Computer Entertainment,Sports
5754,3830,Air Conflicts: Secret Wars,2011,bitComposer Games,Simulation
5755,94083,Rio,2011,THQ,Misc
5756,51033,Dream Salon,2009,Zoo Digital Publishing,Misc
5757,5142,Scene It? Twilight,2010,Konami Digital Entertainment,Misc
5758,21056,Disgaea DS,2008,Square Enix,Role-Playing
5759,8199,Space Invaders Extreme 2,2009,Square Enix,Shooter
5760,NA,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015,Capcom,Action
5761,NA,Mystery Tales of Time Travel,2010,Foreign Media Games,Puzzle
5762,NA,J-League Excite Stage '96,1996,Epoch,Sports
5763,226682,Risen,2009,Deep Silver,Role-Playing
5764,60831,Hidden Mysteries: Vampire Secrets,2010,Astragon,Adventure
5765,NA,New Love Plus,2012,Konami Digital Entertainment,Simulation
5766,NA,Final Fantasy XI,2006,Square Enix,Role-Playing
5767,18056,Breath of Fire: Dragon Quarter,2002,Capcom,Role-Playing
5768,NA,Jikkyou J-League Perfect Striker,1996,Konami Digital Entertainment,Sports
5769,62710,Super Robot Taisen: Scramble Commander,2003,Banpresto,Strategy
5770,3585,Re-Volt,1998,Acclaim Entertainment,Racing
5771,4701,Conception II: Children of the Seven Stars,2013,Screenlife,Role-Playing
5772,110983,Descent,1996,Interplay,Shooter
5773,20121,DanceMasters,2010,Konami Digital Entertainment,Misc
5774,3773,Disney's Magical Mirror Starring Mickey Mouse,2002,Nintendo,Adventure
5775,4940,Jeep Thrills,2008,Zoo Digital Publishing,Racing
5776,4852,FaceBreaker,2008,Electronic Arts,Fighting
5777,1889,Might & Magic: Clash of Heroes,2009,Ubisoft,Role-Playing
5778,43221,IHRA Professional Drag Racing 2005,2004,Bethesda Softworks,Racing
5779,5904,Mace Griffin: Bounty Hunter,2003,Electronic Arts,Shooter
5780,NA,Story of Seasons: Good Friends of the Three Villages,2016,Marvelous Interactive,Simulation
5781,24339,Chaotic: Shadow Warriors,2009,Activision,Action
5782,NA,Trivial Pursuit unhinged,2004,Atari,Misc
5783,49828,Tales of the World: Narikiri Dungeon 2,2002,Namco Bandai Games,Role-Playing
5784,NA,Aliens versus Predator: Extinction,2003,Electronic Arts,Strategy
5785,163213,Plants vs. Zombies,2011,PopCap Games,Strategy
5786,28501,Silent Scope 2: Dark Silhouette,2001,Konami Digital Entertainment,Shooter
5787,NA,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,1996,Konami Digital Entertainment,Sports
5788,NA,Tokimeki Memorial Girl's Side 3rd Story,2010,Konami Digital Entertainment,Adventure
5789,4048,NHL Hitz Pro,2003,Midway Games,Sports
5790,14427,Allied General,1996,SSI,Strategy
5791,NA,Fire ProWrestling G,1999,Human Entertainment,Fighting
5792,63358,Kamen Rider: Battride War,2013,Namco Bandai Games,Action
5793,5493,Armored Core: For Answer,2008,Ubisoft,Simulation
5794,NA,Mahjong: Journey Quest for Tikal,2008,Rondomedia,Puzzle
5795,83855,uDraw Studio: Instant Artist,2011,THQ,Misc
5796,20778,Naruto: Ninja Destiny,2006,Namco Bandai Games,Fighting
5797,NA,GunGriffon,1995,Sega,Simulation
5798,NA,SingStar Pop Vol.2,2008,Sony Computer Entertainment,Misc
5799,5162,SNK Arcade Classics Vol. 1,2008,Ignition Entertainment,Misc
5800,4135,Darkstalkers 3,1998,Capcom,Fighting
5801,7992,SpongeBob's Surf & Skate Roadtrip,2011,THQ,Action
5802,9111,Frequency,2001,Sony Computer Entertainment,Misc
5803,45988,Death Jr.,2005,Konami Digital Entertainment,Platform
5804,4931,Inazuma Eleven Strikers 2012 Xtreme,2011,Level 5,Role-Playing
5805,NA,Kan Colle Kai,2016,Kadokawa Games,Action
5806,21719,SpongeBob SquigglePants 3D,2011,THQ,Misc
5807,50958,Monster 4x4: Stunt Racer,2009,Ubisoft,Racing
5808,11468,Frogger's Adventures 2: The Lost Wand,2002,Konami Digital Entertainment,Adventure
5809,6179,Sudeki,2004,Microsoft Game Studios,Role-Playing
5810,NA,Rango: The Video Game,2011,Electronic Arts,Action
5811,NA,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009,Sony Computer Entertainment,Adventure
5812,9871,Hyperdevotion Noire: Goddess Black Heart,2014,Idea Factory,Role-Playing
5813,93642,Hexen,1996,GT Interactive,Shooter
5814,3535,Mace: The Dark Age,1997,GT Interactive,Fighting
5815,47677,AeroFighters Assault,1997,Video System,Action
5816,NA,Puyo Puyo Sun 64,1997,Compile,Puzzle
5817,NA,Chou-Kuukan Night Pro Yakyuu King,1996,Imagineer,Sports
5818,209418,Quake,1998,GT Interactive,Shooter
5819,44031,Sesame Street: Elmo's Number Journey,1999,NewKidCo,Misc
5820,NA,Disney Magic World 2,2015,Nintendo,Action
5821,21213,Squeeballs Party,2009,Performance Designed Products,Puzzle
5822,NA,Tottadoo! Yoiko no Mujintou Seikatsu,2008,Namco Bandai Games,Adventure
5823,20220,Family Game Night 4: The Game Show,2011,Electronic Arts,Misc
5824,4787,Fighter Within,2013,Ubisoft,Fighting
5825,4176,SSX Tricky,2002,Electronic Arts,Sports
5826,NA,Kenka Banchou 4: Ichinen Sensou,2010,Spike,Action
5827,5527,Warhammer: Shadow of the Horned Rat,1996,Mindscape,Strategy
5828,69269,Pro Yakyuu Team o Tsukurou!,2008,Sega,Sports
5829,7244,Warriors: Legends of Troy,2011,Tecmo Koei,Action
5830,71419,ESPN International Track & Field,2000,Konami Digital Entertainment,Sports
5831,13907,Lunar Legend,2002,Media Rings,Role-Playing
5832,5785,Conflict: Global Terror,2005,Eidos Interactive,Shooter
5833,20072,Valhalla Knights 3,2013,Xseed Games,Role-Playing
5834,NA,Tamagotchi Party On!,2006,Namco Bandai Games,Misc
5835,NA,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006,D3Publisher,Misc
5836,208712,Shaun White Skateboarding,2010,Ubisoft,Sports
5837,NA,The Heavy Rain and Beyond: Two Souls Collection,2016,Sony Computer Entertainment,Action
5838,22072,Gungrave,2002,Activision,Shooter
5839,7129,Phantasy Star Universe,2006,Sega,Role-Playing
5840,NA,Transworld Surf,2002,Atari,Sports
5841,11858,God Eater Resurrection,2015,Namco Bandai Games,Action
5842,19266,Tenchu: Fatal Shadows,2004,Sega,Action
5843,67620,Active Health with Carol Vorderman,2009,Nintendo,Sports
5844,NA,Escape The Museum,2010,Astragon,Adventure
5845,201305,International Soccer,1981,Mattel Interactive,Sports
5846,NA,Sing4: The Hits Edition,2011,Crave Entertainment,Misc
5847,24365,Jewel Master: Cradle of Athena,2010,Storm City Games,Puzzle
5848,NA,Princess Maker: Yumemiru Yosei,1997,Sony Computer Entertainment,Strategy
5849,47634,Pet Zombies,NA,Majesco Entertainment,Simulation
5850,22826,Big Air,1999,Accolade,Sports
5851,3197,Shining Force II,1993,Sega,Strategy
5852,131428,Gallop Racer,1999,Tecmo Koei,Sports
5853,20538,Sudoku Gridmaster,2006,Nintendo,Puzzle
5854,NA,Dynasty Warriors Gundam,2007,Namco Bandai Games,Action
5855,NA,Taiko no Tatsujin: Wii U Version!,2013,Namco Bandai Games,Misc
5856,4541,College Slam,1995,Acclaim Entertainment,Sports
5857,3234,Arcania: Gothic 4,2010,JoWood Productions,Role-Playing
5858,5027,Mushroom Men: The Spore Wars,2008,SouthPeak Games,Action
5859,47389,Zumba Fitness Rush,2012,505 Games,Sports
5860,NA,Pro Yaky? Spirits 4,2007,Konami Digital Entertainment,Sports
5861,NA,SoulCalibur Legends,2007,Namco Bandai Games,Action
5862,28559,Daigasso! Band Brothers,2004,Nintendo,Misc
5863,NA,Rise of the Kasai,2005,Sony Computer Entertainment,Action
5864,37789,Thoroughbred Breeder,1993,Hect,Simulation
5865,186787,Momotarou Dentetsu World,2010,Hudson Soft,Misc
5866,NA,Nobunaga no Yabou: Souzou,2013,Tecmo Koei,Strategy
5867,4813,Doctor Who: Return to Earth,2010,Asylum Entertainment,Adventure
5868,5024,The Munchables,2009,Namco Bandai Games,Action
5869,20580,We Dance,2011,Nordic Games,Misc
5870,NA,Chibi-Robo! Park Patrol,2007,Unknown,Adventure
5871,NA,Singstar: Ultimate Party,2014,Sony Computer Entertainment Europe,Misc
5872,51063,Mathews Bowhunting,2010,Zoo Games,Sports
5873,NA,3rd Super Robot Wars Z: Tengoku-Hen,2015,Namco Bandai Games,Action
5874,5084,One Piece: Unlimited Adventure,2007,Namco Bandai Games,Adventure
5875,51137,Remington Super Slam Hunting: North America,2010,Mastiff,Sports
5876,NA,Crash & Spyro Superpack,2005,Vivendi Games,Platform
5877,NA,Face Training,2007,Nintendo,Misc
5878,7193,Star Trek: Legacy,NA,Ubisoft,Simulation
5879,NA,ThunderStrike 2,1994,Core Design Ltd.,Simulation
5880,200908,Disney's Meet the Robinsons,2007,Disney Interactive Studios,Action
5881,NA,Kuma-Tomo,2013,Namco Bandai Games,Misc
5882,NA,Super Real Mahjong P V,1995,Seta Corporation,Misc
5883,38842,Thomas the Tank Engine & Friends,2004,N/A,Adventure
5884,68010,Penguin no Mondai X: Tenkuu no 7 Senshi,2009,Konami Digital Entertainment,Action
5885,49236,The Scorpion King: Sword of Osiris,2002,Vivendi Games,Action
5886,7806,Bubsy 3D,1996,Accolade,Platform
5887,6868,Reel Fishing Paradise 3D,2011,Marvelous Interactive,Sports
5888,43715,NCAA Final Four 2001,2000,Sony Computer Entertainment,Sports
5889,77047,Farmtopia,2010,505 Games,Simulation
5890,6012,Robin Hood: Defender of the Crown,2003,Capcom,Strategy
5891,38323,SD Gundam GX,1994,Namco Bandai Games,Strategy
5892,24109,R-Type Final,2003,Metro 3D,Shooter
5893,8155,Jackie Chan Adventures: Legend of the Dark Hand,2001,Activision,Action
5894,23012,MotoGP,2009,Capcom,Racing
5895,6039,Sega GT 2002,2002,Sega,Racing
5896,205196,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Activision,Action
5897,NA,Samurai Warriors 2: Empires,2006,Tecmo Koei,Action
5898,4946,Jurassic: The Hunted,2009,Activision,Shooter
5899,65010,J-League Pro Soccer Club o Tsukurou! 5,2007,Sega,Sports
5900,NA,Dance Central: Spotlight,2014,Microsoft Game Studios,Misc
5901,NA,Little Battlers eXperience W,2012,Level 5,Role-Playing
5902,15839,Magical Starsign,2006,Nintendo,Role-Playing
5903,4915,Hot Wheels: Battle Force 5,2009,Activision,Racing
5904,4819,Dragon Blade: Wrath of Fire,2007,D3Publisher,Action
5905,NA,La Pucelle: Tactics,2002,Tecmo Koei,Role-Playing
5906,42674,Phantasy Star Nova,2014,Sega,Role-Playing
5907,12299,Samurai Warriors: State of War,2005,Tecmo Koei,Action
5908,429,Call of Juarez,2007,Ubisoft,Shooter
5909,NA,Star Wars: The Clone Wars & Tetris Worlds,2002,Microsoft Game Studios,Misc
5910,49480,The Bee Game,2007,Midway Games,Adventure
5911,43374,EverQuest Online Adventures: Frontiers,2003,Sony Online Entertainment,Role-Playing
5912,7106,NBA Ballers: Chosen One,2008,Midway Games,Sports
5913,45209,Treasures of the Deep,1997,Namco Bandai Games,Action
5914,45812,Phantasy Star Online Ver. 2,2001,Sega,Role-Playing
5915,52216,EyePet & Friends,2011,Sony Computer Entertainment,Simulation
5916,5834,Fight Club,2004,Vivendi Games,Fighting
5917,NA,Hello Kitty: Birthday Adventures,2010,Namco Bandai Games,Adventure
5918,49,Syndicate,2012,Electronic Arts,Shooter
5919,50681,Dance Dance Revolution: Disney Grooves,2009,Konami Digital Entertainment,Simulation
5920,20482,Harvest Moon: A Wonderful Life Special Edition,2004,505 Games,Simulation
5921,49220,Sports Illustrated for Kids: Football,2003,BAM! Entertainment,Sports
5922,146985,Happy Cooking,2006,Ubisoft,Simulation
5923,NA,.hack//Quarantine Part 4: The Final Chapter,2003,Atari,Role-Playing
5924,5779,Close Combat: First to Fight,2005,Take-Two Interactive,Shooter
5925,7451,MotoGP 14,2014,Milestone S.r.l.,Racing
5926,187,Indiana Jones and the Emperor's Tomb,2003,LucasArts,Action
5927,3837,Buffy the Vampire Slayer: Chaos Bleeds,2003,Vivendi Games,Action
5928,21943,Half-Minute Hero,2009,Rising Star Games,Role-Playing
5929,45087,Reel Fishing II,2000,Victor Interactive,Sports
5930,67320,Ringling Bros. and Barnum & Bailey Circus,2009,Take-Two Interactive,Action
5931,1871,The Walking Dead: Season One,2013,Square Enix,Adventure
5932,210621,Dead or Alive,1997,Tecmo Koei,Fighting
5933,44693,Driving Emotion Type-S,2000,Electronic Arts,Racing
5934,195494,Siren,2003,Sony Computer Entertainment,Adventure
5935,21161,Naruto Shippuden: Dragon Blade Chronicles,2009,505 Games,Action
5936,13669,Dynasty Warriors 8: Empires,2014,Tecmo Koei,Action
5937,NA,Super Robot Taisen J,2005,Banpresto,Strategy
5938,NA,Nep League DS,2007,Jaleco,Sports
5939,NA,Ar tonelico 2: Melody of Metafalica,2007,Nippon Ichi Software,Role-Playing
5940,7054,Lips: Party Classics,2010,Microsoft Game Studios,Misc
5941,44956,Casper: Friends Around the World,2000,TDK Core,Action
5942,6482,Jurassic Park III: Island Attack,2001,Konami Digital Entertainment,Adventure
5943,NA,GameBoy Wars,1991,Nintendo,Strategy
5944,2141,Amplitude,2003,Sony Computer Entertainment,Misc
5945,207013,Company of Heroes: Anthology,2009,THQ,Strategy
5946,20312,Shape Up,2014,Ubisoft,Misc
5947,5718,AirForce Delta Storm,2001,Konami Digital Entertainment,Shooter
5948,1527,Trauma Team,NA,Unknown,Simulation
5949,8601,Fear Effect 2: Retro Helix,2001,Eidos Interactive,Action
5950,NA,Chocobo no Fushigi Dungeon for WonderSwan,1999,Namco Bandai Games,Role-Playing
5951,4959,Klonoa: Door to Phantomile,1997,Sony Computer Entertainment,Platform
5952,22165,Vietcong: Purple Haze,2004,Gathering of Developers,Shooter
5953,80442,Atari Anniversary Advance,2002,Atari,Misc
5954,NA,Summer Athletics: The Ultimate Challenge,2008,DTP Entertainment,Sports
5955,NA,Metal Gear Ac!d 2,2005,Konami Digital Entertainment,Strategy
5956,6805,Hatsune Miku and Future Stars: Project Mirai,2012,Sega,Misc
5957,NA,Let's TAP,2008,Sega,Misc
5958,23141,TalkMan,2005,Sony Computer Entertainment,Misc
5959,6648,Cabela's Adventure Camp,2011,Activision,Misc
5960,18054,Bloody Roar: Primal Fury,2002,Activision,Fighting
5961,5274,We Sing UK Hits,2011,Nordic Games,Misc
5962,1730,Mega Man Soccer,1993,Capcom,Sports
5963,NA,ZhuZhu Puppies,2011,Activision,Simulation
5964,NA,Rabbids Party Collection,2010,Ubisoft,Misc
5965,7474,Trinity Universe,2009,Nippon Ichi Software,Role-Playing
5966,88713,Jewel Match,2010,PlayV,Puzzle
5967,NA,Dungeon Travelers 2: The Royal Library & The Monster Seal,2014,Atlus,Role-Playing
5968,206672,Vampire Savior: The Lord of Vampire,1998,Capcom,Fighting
5969,NA,Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,2004,Nintendo,Misc
5970,NA,Super Robot Taisen UX,2013,Namco Bandai Games,Role-Playing
5971,85164,Six Flags Fun Park,2008,Brash Entertainment,Misc
5972,6198,Test Drive Off-Road Wide Open,2001,Infogrames,Racing
5973,19645,Guilty Gear Xrd: Sign,2014,Arc System Works,Fighting
5974,NA,Dengeki Bunko Fighting Climax,2014,Sega,Fighting
5975,44426,Battle Commander: Hachibushu Shura no Heihou,1991,Banpresto,Strategy
5976,5496,Backbreaker,NA,Unknown,Sports
5977,15709,Odin Sphere: Leifthrasir,2016,Nippon Ichi Software,Role-Playing
5978,NA,Jampack Vol. 1,1996,Sony Computer Entertainment,Misc
5979,1751,Mega Man X: Command Mission,2004,Capcom,Role-Playing
5980,NA,Tokyo Xtreme Racer DRIFT,2003,Genki,Racing
5981,21898,Moon,1997,ASCII Entertainment,Adventure
5982,220083,Disney Friends,2007,Disney Interactive Studios,Simulation
5983,10611,Sesame Street: Elmo's Letter Adventure,1999,NewKidCo,Misc
5984,3585,Re-Volt,1999,Acclaim Entertainment,Racing
5985,NA,Gokujou Parodius,1994,Konami Digital Entertainment,Shooter
5986,7319,Hyperdimension Neptunia,2013,Compile Heart,Role-Playing
5987,NA,Gauntlet: Dark Legacy,2002,Midway Games,Action
5988,NA,A.C.E.: Another Century's Episode 2,2006,Banpresto,Simulation
5989,541,Ridge Racer Unbounded,2012,Namco Bandai Games,Racing
5990,NA,Horrid Henry: Missions of Mischief,2010,SouthPeak Games,Adventure
5991,7309,Full Auto 2: Battlelines,2006,Sega,Racing
5992,NA,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,2000,Sega,Sports
5993,10758,The Adventures of Cookie & Cream,2000,Empire Interactive,Puzzle
5994,6226,Van Helsing,2007,Activision,Action
5995,218366,Splatterhouse,2010,Namco Bandai Games,Action
5996,7072,MindJack,2011,Square Enix,Shooter
5997,64394,Daigasso! Band Brothers P,2013,Nintendo,Misc
5998,7487,World of Outlaws: Sprint Cars,2010,THQ,Racing
5999,95383,F1 Challenge,1994,Sega,Racing
6000,44969,Shadow Madness,1999,Crave Entertainment,Action
6001,20606,Aliens: Infestation,2011,Sega,Action
6002,137695,The Game of Life / Yahtzee / Payday,2005,Zoo Digital Publishing,Misc
6003,3785,American Chopper 2: Full Throttle,2005,Zoo Digital Publishing,Racing
6004,982,Heavy Fire: Afghanistan,2011,Unknown,Shooter
6005,653,Commandos 2: Men of Courage,2002,Eidos Interactive,Strategy
6006,50933,Chuck E. Cheese's Party Games,2010,UFO Interactive,Misc
6007,NA,Pirates: Hunt For Blackbeard's Booty,2008,Activision,Adventure
6008,75892,Godzilla,2014,Namco Bandai Games,Action
6009,7151,Race Pro,2009,Atari,Racing
6010,43923,Atari Anniversary Edition Redux,2000,Infogrames,Misc
6011,NA,Fireblade,2002,Midway Games,Action
6012,5003,Mercury Meltdown Revolution,2007,Ignition Entertainment,Action
6013,51025,WordJong Party,2008,Destineer,Puzzle
6014,10607,Brunswick Circuit Pro Bowling,1998,THQ,Sports
6015,7232,Velvet Assassin,2009,DTP Entertainment,Shooter
6016,45231,Ball Breakers,2000,Take-Two Interactive,Action
6017,NA,Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005,Namco Bandai Games,Action
6018,22250,EyeToy: Groove,2003,Sony Computer Entertainment,Misc
6019,5417,Twisted Metal: Small Brawl,NA,Unknown,Action
6020,7298,Disgaea 4: A Promise Unforgotten,2014,Nippon Ichi Software,Role-Playing
6021,19410,Armored Core: Last Raven,2005,505 Games,Simulation
6022,146720,Tomb Raider: Underworld,2009,Eidos Interactive,Action
6023,NA,All Grown Up! Express Yourself,2004,THQ,Misc
6024,5783,College Hoops 2K7,2007,Take-Two Interactive,Sports
6025,23710,K-1 World Grand Prix,2002,Konami Digital Entertainment,Sports
6026,NA,Kidou Senshi Gundam: Senjou no Kizuna Portable,2009,Namco Bandai Games,Strategy
6027,1695,Otomedius Excellent,NA,Unknown,Shooter
6028,NA,Super Robot Taisen A Portable,2008,Namco Bandai Games,Strategy
6029,3979,Looney Tunes: Back in Action,2003,Electronic Arts,Platform
6030,205980,Virtua Tennis,2002,Atari,Sports
6031,19096,Tales of the Tempest,2006,Namco Bandai Games,Role-Playing
6032,1493,SimCity Creator,2008,Electronic Arts,Simulation
6033,NA,Biohazard: Revival Selection,2011,Capcom,Action
6034,92763,UFC: Sudden Impact,2004,Global Star,Fighting
6035,50979,Shawn Johnson Gymnastics,2010,Zoo Games,Sports
6036,10634,NBA Hoopz,2001,Midway Games,Sports
6037,47916,Nancy Drew: The Hidden Staircase,2008,THQ,Adventure
6038,NA,Brunswick Cosmic Bowling,2010,GameMill Entertainment,Sports
6039,10153,Speedball 2100,2000,Empire Interactive,Sports
6040,5616,LEGO Island 2: The Brickster's Revenge,2001,LEGO Media,Adventure
6041,66370,Fancy Nancy: Tea Party Time!,2010,THQ,Adventure
6042,69242,Backyard Basketball,2004,Atari,Sports
6043,13109,Summon Night 4,2006,Banpresto,Role-Playing
6044,NA,Pro Yaky? Spirits 5,2008,Konami Digital Entertainment,Sports
6045,8845,NFL 2K2,2002,Sega,Sports
6046,94022,My French Coach,2007,Ubisoft,Misc
6047,NA,Camp Rock: The Final Jam,2010,Disney Interactive Studios,Misc
6048,47356,NBA Starting Five,NA,Unknown,Sports
6049,1142,Castlevania Judgment,2008,Konami Digital Entertainment,Fighting
6050,1395,Dead or Alive Paradise,2010,Ubisoft Annecy,Misc
6051,6181,The Suffering: Ties That Bind,2005,Midway Games,Action
6052,22550,EyeToy: Kinetic,2005,Sony Computer Entertainment,Sports
6053,NA,Petz: Horseshoe Ranch,2009,Ubisoft,Adventure
6054,3441,Army Men: Sarge's Heroes 2,2001,Midas Interactive Entertainment,Shooter
6055,7197,Stormrise,2009,Sega,Strategy
6056,47665,Yu-Gi-Oh! Zexal World Duel Carnival,2013,Konami Digital Entertainment,Misc
6057,196504,Green Lantern: Rise of the Manhunters,2011,Warner Bros. Interactive Entertainment,Action
6058,NA,Monkey Island: Special Edition Collection,2011,LucasArts,Adventure
6059,NA,Broken Sword: Shadows of the Templars - The Director's Cut,2009,Ubisoft,Adventure
6060,NA,The Wild Thornberrys: Animal Adventures,2000,Mattel Interactive,Adventure
6061,20439,MotoGP 10/11,2011,Capcom,Racing
6062,NA,Jikkyou Powerful Pro Baseball 2016,2016,Konami Digital Entertainment,Sports
6063,NA,SEGA Bass Fishing Duel,2002,Sega,Sports
6064,4195,Teen Titans,NA,Unknown,Action
6065,9870,Hyperdimension Neptunia U: Action Unleashed,2014,Idea Factory International,Action
6066,49290,Sports Illustrated for Kids: Baseball,2001,BAM! Entertainment,Sports
6067,6991,Fairytale Fights,2009,Playlogic Game Factory,Action
6068,3991,Mark Davis Pro Bass Challenge,2002,Natsume,Sports
6069,43563,Warriors of Might and Magic,2001,3DO,Adventure
6070,4055,Open Season,2006,Ubisoft,Platform
6071,3232,Back to the Future: The Game,2015,Telltale Games,Adventure
6072,2742,Project Spark,2014,Microsoft Game Studios,Misc
6073,47408,Backyard Sports Football: Rookie Rush,2010,Atari,Sports
6074,19754,Street Fighter: The Movie,1995,Acclaim Entertainment,Fighting
6075,21361,Lost in Blue 3,2007,Konami Digital Entertainment,Adventure
6076,5581,Global Defence Force,2005,Essential Games,Shooter
6077,7155,Rapala Fishing Frenzy 2009,2008,Activision,Sports
6078,62328,SaGa 2: Hihou Densetsu - Goddess of Destiny,2009,Square Enix,Role-Playing
6079,43618,Smash Court Tennis Pro Tournament,2002,Sony Computer Entertainment,Sports
