gameID,ratingOrg,rating,ageAbove
19686,USK,GRAC_ALL,0
19686,CLASS_IND,CLASS_IND_Eighteen,18
19686,ACB,ACB_RC,18
19688,ESRB,E,6
19692,ESRB,E,6
19711,ESRB,E,6
19712,ESRB,E,6
19714,ESRB,E,6
19720,ESRB,E,6
19721,ESRB,E10,10
19734,ESRB,T,13
19738,ESRB,E,6
19744,ESRB,T,13
19745,ESRB,E,6
19747,ESRB,E,6
19747,PEGI,Twelve,12
19754,ESRB,T,13
19756,ESRB,E,6
19767,PEGI,Seven,7
19767,ESRB,E,6
19768,ESRB,T,13
19770,ESRB,E,6
19771,ESRB,E,6
19776,ESRB,T,13
19787,PEGI,Three,3
19789,ESRB,E,6
19802,PEGI,Twelve,12
19802,ESRB,T,13
19806,ESRB,E,6
19807,ESRB,E10,10
19822,ESRB,T,13
19822,PEGI,Twelve,12
19834,ESRB,E,6
19835,ESRB,E,6
19874,PEGI,Seven,7
19874,ESRB,E,6
19874,GRAC,GRAC_Twelve,12
19874,CERO,CERO_A,3
19874,USK,USK_6,6
19874,CLASS_IND,CLASS_IND_Ten,10
19874,ACB,ACB_M,12
19875,ESRB,E,6
19884,ESRB,E,6
19894,ESRB,E,6
19907,PEGI,Sixteen,16
19907,ESRB,M,17
19910,PEGI,Twelve,12
19910,ESRB,T,13
19910,CERO,CERO_A,3
19912,ESRB,M,17
19918,ESRB,T,13
19922,ESRB,T,13
19922,PEGI,Twelve,12
19922,CERO,CERO_C,15
19922,USK,USK_18,18
19922,GRAC,GRAC_Eighteen,18
19922,CLASS_IND,CLASS_IND_Fourteen,14
19922,ACB,ACB_MA15,15
19927,ESRB,T,13
19927,PEGI,Sixteen,16
19927,CERO,CERO_B,12
19929,ESRB,E,6
19930,ESRB,E,6
19930,PEGI,Three,3
19931,ESRB,M,17
19936,PEGI,Twelve,12
19939,ESRB,E,6
19939,PEGI,Seven,7
19945,ESRB,E,6
19962,PEGI,Twelve,12
19962,ESRB,E10,10
19964,PEGI,Twelve,12
19964,ESRB,T,13
19964,CERO,CERO_B,12
19967,ESRB,E10,10
19967,PEGI,Twelve,12
