ageID,ratingOrgID,ratingID,ratingOrg,rating,ageAbove
87121,6,28,CLASS_IND,CLASS_IND_Ten,10
87122,7,35,ACB,ACB_M,12
87149,3,15,CERO,CERO_C,15
87150,1,11,ESRB,M,17
87151,1,10,ESRB,T,13
87193,7,37,ACB,ACB_R18,18
87194,3,13,CERO,CERO_A,3
87197,2,3,PEGI,Twelve,12
87198,2,3,PEGI,Twelve,12
87199,4,22,USK,GRAC_ALL,0
87200,6,32,CLASS_IND,CLASS_IND_Eighteen,18
87201,7,36,ACB,ACB_MA15,15
87213,1,8,ESRB,E,6
87214,6,28,CLASS_IND,CLASS_IND_Ten,10
87223,2,4,PEGI,Sixteen,16
87224,1,11,ESRB,M,17
87275,2,1,PEGI,Three,3
87309,1,9,ESRB,E10,10
87336,3,13,CERO,CERO_A,3
87407,2,2,PEGI,Seven,7
87408,1,10,ESRB,T,13
87422,3,13,CERO,CERO_A,3
87425,2,4,PEGI,Sixteen,16
87428,3,13,CERO,CERO_A,3
87429,1,8,ESRB,E,6
87430,2,2,PEGI,Seven,7
87431,3,13,CERO,CERO_A,3
87432,6,28,CLASS_IND,CLASS_IND_Ten,10
87444,5,25,GRAC,GRAC_Eighteen,18
87490,1,6,ESRB,RP,NA
87494,2,5,PEGI,Eighteen,18
87525,2,5,PEGI,Eighteen,18
87526,1,11,ESRB,M,17
87527,2,4,PEGI,Sixteen,16
87535,1,8,ESRB,E,6
87536,2,1,PEGI,Three,3
87595,1,9,ESRB,E10,10
87601,2,5,PEGI,Eighteen,18
87632,1,8,ESRB,E,6
87638,1,9,ESRB,E10,10
87655,4,20,USK,USK_12,12
87703,2,3,PEGI,Twelve,12
87730,1,8,ESRB,E,6
87830,1,10,ESRB,T,13
87850,1,8,ESRB,E,6
87857,1,9,ESRB,E10,10
87877,1,6,ESRB,RP,NA
87887,1,10,ESRB,T,13
87910,2,3,PEGI,Twelve,12
87926,1,11,ESRB,M,17
87927,1,11,ESRB,M,17
88105,2,3,PEGI,Twelve,12
88111,1,8,ESRB,E,6
88128,1,10,ESRB,T,13
88129,2,3,PEGI,Twelve,12
88130,3,14,CERO,CERO_B,12
88131,7,35,ACB,ACB_M,12
88132,3,14,CERO,CERO_B,12
88133,7,35,ACB,ACB_M,12
88135,1,8,ESRB,E,6
88139,2,5,PEGI,Eighteen,18
88216,1,8,ESRB,E,6
88275,1,8,ESRB,E,6
88305,1,8,ESRB,E,6
88319,1,10,ESRB,T,13
88325,1,8,ESRB,E,6
88340,1,8,ESRB,E,6
88342,1,8,ESRB,E,6
88372,3,17,CERO,CERO_Z,18
88474,1,8,ESRB,E,6
88482,1,11,ESRB,M,17
88521,1,8,ESRB,E,6
88596,1,8,ESRB,E,6
88650,1,10,ESRB,T,13
88667,1,8,ESRB,E,6
88694,1,10,ESRB,T,13
88705,1,8,ESRB,E,6
88709,1,8,ESRB,E,6
88715,2,1,PEGI,Three,3
88716,4,18,USK,USK_0,0
88719,1,8,ESRB,E,6
88746,1,8,ESRB,E,6
88748,2,4,PEGI,Sixteen,16
88784,1,8,ESRB,E,6
88787,1,10,ESRB,T,13
88790,1,8,ESRB,E,6
88793,1,8,ESRB,E,6
88794,1,8,ESRB,E,6
88839,1,8,ESRB,E,6
88840,1,9,ESRB,E10,10
88841,1,10,ESRB,T,13
88850,1,9,ESRB,E10,10
88877,1,8,ESRB,E,6
88879,1,8,ESRB,E,6
88885,1,10,ESRB,T,13
88909,1,8,ESRB,E,6
88930,2,5,PEGI,Eighteen,18
88967,2,5,PEGI,Eighteen,18
88968,4,22,USK,GRAC_ALL,0
88969,6,32,CLASS_IND,CLASS_IND_Eighteen,18
88970,7,37,ACB,ACB_R18,18
88972,4,19,USK,USK_6,6
88973,7,34,ACB,ACB_PG,6
